"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER44L","HER44L_2B_814",51.65,9852.8,7.37,1,23886,86998,1.5,73,101,55,446,1794,1120,20,475,39702,161,153,177,1049,225,2084,680,30923,7148
"HER44L","HER44L_2B_815",51.7,9855.67,7.36,1,23937,85088,1.51,73,92,74,415,1653,743,60,415,37098,63,135,51,1197,348,2477,827,31366,7025
"HER44L","HER44L_2B_816",51.75,9858.54,7.37,1,24508,89229,1.41,74,96,56,388,1756,1049,55,501,40555,108,170,96,1254,471,1924,959,32117,7011
"HER44L","HER44L_2B_817",51.8,9861.41,7.37,1,24840,91220,1.54,113,67,67,467,1701,1207,111,512,42176,91,237,135,1346,327,1978,947,31827,7175
"HER44L","HER44L_2B_818",51.85,9864.28,7.37,1,24829,91028,1.51,86,74,55,403,1584,774,66,495,42970,126,205,143,1284,327,1668,704,32079,7450
"HER44L","HER44L_2B_819",51.9,9867.15,7.37,1,24762,92379,1.47,87,124,81,384,1626,882,56,482,43939,86,175,125,1354,352,1850,780,31688,7546
"HER44L","HER44L_2B_820",51.95,9870.02,7.38,1,24994,89917,1.46,67,104,57,391,1384,736,77,379,42117,108,136,75,1240,228,1790,788,32034,7314
"HER44L","HER44L_2B_821",52,9872.9,7.38,1,25498,92961,1.48,75,84,37,422,1479,676,104,422,45795,149,111,184,1414,239,1638,583,32041,6862
"HER44L","HER44L_2B_822",52.05,9875.75,7.38,1,25592,95510,1.42,69,123,76,321,1413,699,89,472,47207,94,189,116,1617,279,1464,863,32591,7039
"HER44L","HER44L_2B_823",52.1,9878.6,7.38,1,25393,94038,1.51,70,138,60,320,1651,719,83,439,45925,111,113,108,1490,204,1711,817,32425,6949
"HER44L","HER44L_2B_824",52.15,9881.45,7.39,1,25710,94912,1.5,13,129,62,282,1240,782,113,440,47091,80,182,56,1387,50,1461,819,32691,7125
"HER44L","HER44L_2B_825",52.2,9884.31,7.39,1,25692,93277,1.42,47,114,70,278,1061,568,81,324,45756,128,188,98,1630,22,1377,859,32648,7129
"HER44L","HER44L_2B_826",52.25,9887.16,7.39,1,25561,92006,1.54,19,146,79,299,1250,571,89,361,43442,134,147,110,1471,248,1589,895,33207,7099
"HER44L","HER44L_2B_827",52.3,9890.01,7.4,1,26258,95452,1.47,47,95,44,245,1372,551,87,438,46769,103,140,79,1414,332,1561,656,33631,7297
"HER44L","HER44L_2B_828",52.35,9892.86,7.4,1,26613,96848,1.54,19,140,67,325,1343,661,72,389,47154,135,165,67,1584,475,1724,723,34299,6972
"HER44L","HER44L_2B_829",52.4,9895.71,7.4,1,27452,104197,1.48,72,128,84,394,1448,703,64,477,54701,93,155,199,1463,241,1529,702,33519,7253
"HER44L","HER44L_2B_830",52.45,9898.57,7.39,1,27114,102629,1.6,69,187,75,394,1484,701,109,414,54771,110,134,58,1340,57,1585,534,32575,7168
"HER44L","HER44L_2B_831",52.5,9901.42,7.39,1,26178,99910,1.62,84,197,67,391,1557,710,95,480,51861,103,164,176,1414,234,1851,671,32095,7096
"HER44L","HER44L_2B_832",52.55,9904.27,7.39,1,25644,96034,1.6,90,153,85,411,1810,732,77,536,47919,108,141,119,1136,181,2100,884,31765,7128
"HER44L","HER44L_2B_833",52.6,9907.12,7.39,1,25466,92358,1.5,61,152,59,417,1616,863,99,368,43215,104,119,123,1208,212,1898,1747,32208,7205
"HER44L","HER44L_2B_834",52.65,9909.98,7.38,1,26062,97917,1.53,57,125,52,421,1725,2317,70,484,48989,107,88,140,1042,252,1797,799,31713,7119
"HER44L","HER44L_2B_835",52.7,9912.83,7.38,1,25989,99312,1.52,72,137,61,410,1653,849,71,510,51687,146,153,127,1322,392,1987,731,31495,6845
"HER44L","HER44L_2B_836",52.75,9915.68,7.38,1,25223,97665,1.75,63,151,63,422,1565,790,81,483,50617,88,132,162,1183,381,1975,775,30998,7116
"HER44L","HER44L_2B_837",52.8,9918.53,7.38,1,25092,94096,1.51,101,168,48,312,1562,591,87,344,47592,52,135,24,1028,343,1977,645,31463,7138
"HER44L","HER44L_2B_838",52.85,9921.39,7.38,1,25342,94391,1.42,111,127,71,470,1665,913,86,433,45980,32,141,134,1238,299,1951,1270,31572,7142
"HER44L","HER44L_2B_839",52.9,9924.24,7.37,1,25586,97671,1.64,71,109,87,440,1807,1896,62,686,49080,103,184,199,1172,341,1972,434,30899,7099
"HER44L","HER44L_2B_840",52.95,9927.09,7.37,1,24889,93366,1.5,114,143,61,415,1814,706,85,415,46652,120,157,87,1368,147,1774,844,30978,6878
"HER44L","HER44L_2B_841",53,9929.94,7.36,1,24095,90152,1.49,96,126,35,357,1764,756,61,532,43650,105,132,84,1257,234,1913,904,30406,7170
"HER44L","HER44L_2B_842",53.05,9932.79,7.35,1,24655,93910,1.53,95,167,44,369,1667,657,83,496,46798,92,152,140,1224,355,1891,909,31145,7007
"HER44L","HER44L_2B_843",53.1,9935.65,7.34,1,24517,92530,1.52,106,162,94,375,1624,711,113,462,44936,98,121,156,1193,217,1925,951,31116,7293
"HER44L","HER44L_2B_844",53.15,9938.5,7.34,1,25424,96258,1.53,79,101,59,407,1743,837,51,509,47376,99,145,143,1210,384,1982,759,32222,7379
"HER44L","HER44L_2B_845",53.2,9941.35,7.35,1,24999,93662,1.49,80,108,40,522,1612,917,74,479,45194,85,124,158,1384,240,2185,714,31925,7132
"HER44L","HER44L_2B_846",53.25,9944.2,7.36,1,25274,94927,1.66,114,127,58,558,1800,866,87,593,46285,104,127,164,1339,310,2121,929,31142,7374
"HER44L","HER44L_2B_847",53.3,9947.06,7.36,1,25666,97221,1.38,74,149,66,522,1811,818,59,518,48818,106,134,146,1410,193,1742,896,31793,7239
"HER44L","HER44L_2B_848",53.35,9949.91,7.37,1,25178,92828,1.58,32,141,37,433,1584,694,62,486,44404,106,166,184,1199,410,1931,873,32232,7057
"HER44L","HER44L_2B_849",53.4,9952.76,7.37,1,25609,95368,1.38,91,107,62,482,1668,765,28,461,46874,74,137,41,1214,325,1924,760,32488,7023
"HER44L","HER44L_2B_850",53.45,9955.61,7.36,1,25409,93958,1.63,99,120,68,363,1652,852,85,443,46050,129,158,102,1105,351,1915,937,31765,7067
"HER44L","HER44L_2B_851",53.5,9958.46,7.36,1,24997,93840,1.68,79,129,50,392,1809,1032,110,474,45995,81,91,52,1020,363,1897,1346,30942,7172
"HER44L","HER44L_2B_852",53.55,9961.32,7.36,1,24240,89403,1.49,106,137,64,484,1739,811,48,467,41987,71,104,148,1231,341,2012,829,31109,6876
"HER44L","HER44L_2B_853",53.6,9964.17,7.37,1,24140,89541,1.62,85,160,46,427,1703,1080,78,603,42585,55,25,114,931,405,1842,712,30841,7070
"HER44L","HER44L_2B_854",53.65,9967.02,7.37,1,23900,86468,1.73,58,113,41,357,1399,808,58,454,39176,96,201,136,1132,209,1976,860,31394,7262
"HER44L","HER44L_2B_855",53.7,9969.87,7.37,1,24021,85983,1.44,111,138,61,474,1519,647,91,410,37957,82,248,145,1173,410,1906,733,31853,7168
"HER44L","HER44L_2B_856",53.75,9972.73,7.37,1,24398,87033,1.47,69,111,64,348,1626,822,97,532,40200,120,176,93,1206,183,1950,543,31185,6964
"HER44L","HER44L_2B_857",53.8,9975.58,7.37,1,24599,88597,1.41,60,136,71,438,1604,743,73,441,41325,73,43,94,1132,262,1832,901,31391,7059
"HER44L","HER44L_2B_858",53.85,9978.43,7.37,1,25006,93823,1.57,80,163,53,350,1536,870,54,435,46677,99,161,155,1261,379,1816,677,31262,6860
"HER44L","HER44L_2B_859",53.9,9981.28,7.37,1,24592,91108,1.56,76,95,53,355,1470,740,55,396,44710,110,188,122,1073,340,1813,931,31469,6712
"HER44L","HER44L_2B_860",53.95,9984.14,7.36,1,25134,95288,1.37,79,107,44,305,1525,867,74,466,47652,116,321,137,1250,275,1732,1197,31406,7064
"HER44L","HER44L_2B_861",54,9986.99,7.36,1,24727,91500,1.39,69,120,31,381,1569,1014,85,490,44912,145,140,121,1182,279,1618,761,30821,7121
"HER44L","HER44L_2B_862",54.05,9989.84,7.37,1,25006,93107,1.53,89,143,42,446,1698,1565,127,562,44579,85,102,50,1196,198,1938,763,31364,7406
"HER44L","HER44L_2B_863",54.1,9992.69,7.38,1,25009,91840,1.48,54,132,81,379,1677,807,71,470,44259,132,146,169,1105,301,1917,891,31361,7319
"HER44L","HER44L_2B_864",54.15,9995.54,7.38,1,24922,91480,1.63,94,162,55,449,1629,801,58,436,43755,123,230,115,1074,135,2016,1291,31280,7273
"HER44L","HER44L_2B_865",54.2,9998.4,7.38,1,25004,91573,1.46,89,124,82,338,1834,827,62,511,43597,113,203,140,1198,261,2025,817,31440,7351
"HER44L","HER44L_2B_866",54.25,10001.25,7.38,1,25003,91123,1.48,87,122,56,433,1760,873,63,480,42603,159,194,186,1279,289,2115,615,31701,7331
"HER44L","HER44L_2B_867",54.3,10004.1,7.38,1,24285,85750,1.38,78,98,39,372,1548,792,54,476,37925,88,115,103,1096,430,2207,620,31476,7215
"HER44L","HER44L_2B_868",54.35,10006.95,7.39,1,25048,89616,1.51,63,107,66,447,1766,1118,75,453,41024,67,121,60,1192,327,1991,1339,31673,7194
"HER44L","HER44L_2B_869",54.4,10009.81,7.39,1,24722,89031,1.37,98,131,63,396,1847,676,61,498,41400,89,201,115,1138,204,2166,702,31568,7083
"HER44L","HER44L_2B_870",54.45,10012.66,7.38,1,24325,87837,1.36,65,101,33,427,1838,748,87,433,40648,147,148,176,1111,405,1992,853,31015,7010
"HER44L","HER44L_2B_871",54.5,10015.51,7.38,1,24604,89319,1.52,92,147,70,387,1886,792,91,451,41558,96,165,91,1145,283,2013,723,31317,7131
"HER44L","HER44L_2B_872",54.55,10018.36,7.37,1,24696,90960,1.41,72,158,87,441,1616,797,71,520,43756,114,173,81,1003,229,2027,888,30732,7030
"HER44L","HER44L_2B_873",54.6,10021.21,7.37,1,24090,86770,1.5,105,132,63,425,1629,812,68,466,40320,156,144,148,1010,176,1926,909,30494,7304
"HER44L","HER44L_2B_874",54.65,10024.07,7.37,1,24184,88430,1.43,75,136,72,396,1811,705,60,433,42017,85,112,61,1027,301,2051,739,30481,7228
"HER44L","HER44L_2B_875",54.7,10026.92,7.37,1,24469,90879,1.56,83,176,81,393,1483,853,30,430,44494,178,40,132,970,334,2102,631,30021,7526
"HER44L","HER44L_2B_876",54.75,10029.77,7.37,1,24906,93183,1.61,69,138,36,421,1581,883,0,429,47214,88,204,122,1107,348,2003,657,30461,6919
"HER44L","HER44L_2B_877",54.8,10032.62,7.37,1,24445,89880,1.53,72,170,74,388,1841,754,39,412,42487,57,174,57,1160,263,2230,1034,30814,6959
"HER44L","HER44L_2B_878",54.85,10035.48,7.37,1,24512,89311,1.37,84,133,65,469,2092,733,47,493,41334,102,193,48,989,340,2271,897,31157,7132
"HER44L","HER44L_2B_879",54.9,10038.33,7.38,1,24670,90786,1.44,72,143,59,483,1809,832,30,441,42740,97,171,170,980,343,1973,899,31596,7378
"HER44L","HER44L_2B_880",54.95,10041.18,7.38,1,24488,89874,1.49,114,172,61,392,1710,793,50,414,42630,106,170,75,1145,307,1955,936,31157,7122
"HER44L","HER44L_2B_881",55,10044.03,7.38,1,25141,94865,1.56,55,152,39,290,1652,1532,64,593,45688,128,242,161,1017,167,2198,889,31906,7323
"HER44L","HER44L_2B_882",55.05,10046.89,7.38,1,25440,93352,1.54,79,168,61,418,1672,836,100,423,44293,117,166,77,978,334,2394,856,32393,7322
"HER44L","HER44L_2B_883",55.1,10049.74,7.38,1,26148,98618,1.46,69,185,82,458,1820,1651,128,522,48570,103,105,118,1143,445,2094,687,32468,7358
"HER44L","HER44L_2B_884",55.15,10052.59,7.38,1,26194,99306,1.49,76,162,59,427,1914,1143,104,526,48701,79,145,99,1206,457,2303,774,32875,7516
"HER44L","HER44L_2B_885",55.2,10055.44,7.38,1,26453,99066,1.58,60,139,51,388,1855,769,95,454,50040,83,101,15,1343,356,2140,698,32719,7336
"HER44L","HER44L_2B_886",55.25,10058.29,7.38,1,25950,97449,1.49,94,141,67,420,1917,821,86,437,48555,86,107,72,1112,335,2032,548,32500,7278
"HER44L","HER44L_2B_887",55.3,10061.15,7.38,1,25038,92010,1.55,123,153,49,337,1698,698,61,460,44388,97,110,0,1212,226,1777,664,32242,7169
"HER44L","HER44L_2B_888",55.35,10064,7.39,1,24817,92168,1.57,114,154,56,340,1675,669,76,519,44183,72,131,134,1067,330,1852,739,31955,7160
"HER44L","HER44L_2B_889",55.4,10066.85,7.38,1,25317,92715,1.36,75,121,49,382,1753,733,67,496,44319,105,223,25,1124,221,2070,542,32633,6926
"HER44L","HER44L_2B_890",55.45,10069.7,7.38,1,25629,94103,1.61,71,132,38,339,1679,689,97,438,44878,106,189,67,1046,298,2287,1272,32174,7644
"HER44L","HER44L_2B_891",55.5,10072.56,7.37,1,26064,95955,1.7,83,161,70,382,1827,846,68,471,47083,102,83,29,1282,282,2068,703,32590,7293
"HER44L","HER44L_2B_892",55.55,10075.41,7.37,1,25806,93775,1.42,99,116,71,378,1805,827,95,491,45280,92,146,93,1186,181,1776,633,32607,7313
"HER44L","HER44L_2B_893",55.6,10078.26,7.37,1,25700,93658,1.56,53,157,71,466,1889,718,63,490,45110,90,167,90,1056,140,1822,894,32254,7243
"HER44L","HER44L_2B_894",55.65,10081.11,7.37,1,25560,93570,1.56,73,147,54,384,1862,769,62,461,44639,146,124,0,1252,320,2093,831,32470,7285
"HER44L","HER44L_2B_895",55.7,10083.97,7.37,1,25578,92515,1.45,69,122,50,311,1735,773,43,401,44318,172,124,106,1096,200,2103,786,32082,7281
"HER44L","HER44L_2B_896",55.75,10086.82,7.37,1,25612,93764,1.41,71,146,61,370,1857,695,73,476,45002,96,174,65,1107,279,1953,1036,32352,7232
"HER44L","HER44L_2B_897",55.8,10089.67,7.36,1,24411,87043,1.34,64,118,78,408,1669,814,62,417,38346,87,156,97,1108,238,1919,939,32422,7238
"HER44L","HER44L_2B_898",55.85,10092.52,7.35,1,25042,89263,1.48,67,116,53,428,1807,833,40,415,38927,118,150,34,1102,294,2189,991,33337,7683
"HER44L","HER44L_2B_899",55.9,10095.37,7.35,1,25335,91443,1.54,48,147,68,425,1979,720,54,477,38969,93,198,112,1095,343,2585,888,34090,7910
"HER44L","HER44L_2B_900",55.95,10098.23,7.35,1,25744,91073,1.53,81,148,60,485,2068,726,79,411,39544,61,246,23,1087,213,2225,1586,33866,7415
"HER44L","HER44L_2B_901",56,10101.08,7.36,1,25376,87969,1.49,79,95,54,389,1504,656,66,375,37017,71,120,115,1191,349,2061,1170,34076,7786
"HER44L","HER44L_2B_902",56.05,10111,7.36,1,26073,90456,1.41,71,155,60,303,1408,679,92,379,39664,27,141,66,1099,234,1751,824,35297,7490
"HER44L","HER44L_2B_903",56.1,10120.91,7.35,1,26091,87858,1.45,57,127,64,302,1402,601,101,314,35930,115,196,185,1160,202,1568,883,36346,7171
"HER44L","HER44L_2B_904",56.15,10130.83,7.35,1,26508,90810,1.46,65,153,51,408,1557,737,27,382,38804,83,152,61,1018,315,1772,1027,36287,7332
"HER44L","HER44L_2B_905",56.2,10140.75,7.35,1,26172,87786,1.31,59,125,94,249,1281,553,76,319,36894,143,211,178,883,64,1637,809,36074,7401
"HER44L","HER44L_2B_906",56.25,10150.66,7.36,1,26236,87308,1.44,38,164,51,283,1352,629,42,365,36220,130,143,63,851,78,1799,922,35880,7460
"HER44L","HER44L_2B_907",56.3,10160.58,7.36,1,26151,89259,1.51,46,143,76,296,1553,713,101,332,36900,160,199,33,1238,25,1875,620,36713,7466
"HER44L","HER44L_2B_908",56.35,10170.5,7.36,1,26088,87969,1.47,55,138,61,309,1472,641,97,371,36846,152,115,97,1063,106,1775,795,35859,7288
"HER44L","HER44L_2B_909",56.4,10180.41,7.36,1,26720,92590,1.47,64,154,88,409,1512,810,120,391,40765,99,109,44,1017,271,1651,1104,35827,7456
"HER44L","HER44L_2B_910",56.45,10190.33,7.36,1,27134,95320,1.55,76,144,73,387,1545,1063,58,384,42870,96,171,64,1067,324,1978,764,36006,7479
"HER44L","HER44L_2B_911",56.5,10200.25,7.36,1,26892,95530,1.51,72,173,52,327,1878,1311,30,420,42673,78,150,112,1221,269,1767,799,36038,7477
"HER44L","HER44L_2B_912",56.55,10210.16,7.36,1,26021,93330,1.52,105,163,92,399,1745,808,92,441,42675,79,215,66,1082,336,2155,777,34370,7224
"HER44L","HER44L_2B_913",56.6,10220.08,7.36,1,25752,92631,1.53,77,148,57,473,1590,885,71,429,43241,104,189,164,998,220,1963,829,33366,7110
"HER44L","HER44L_2B_914",56.65,10230,7.36,1,24549,86575,1.46,77,130,65,424,1684,708,65,352,36848,81,248,118,941,399,1776,913,33236,7621
"HER44L","HER44L_2B_915",56.7,10239.91,7.36,1,26145,92917,1.74,85,150,85,472,1845,1214,76,550,40872,122,41,150,1100,308,1765,973,34876,7244
"HER44L","HER44L_2B_916",56.75,10249.83,7.36,1,27307,98840,1.41,64,160,80,501,1977,929,96,498,46058,145,196,102,1200,232,1880,855,35746,7310
"HER44L","HER44L_2B_917",56.8,10259.75,7.36,1,27717,96306,1.72,70,179,70,423,1830,827,164,386,42202,110,154,39,936,360,2025,924,37208,7475
"HER44L","HER44L_2B_918",56.85,10269.66,7.35,1,27397,89382,1.49,59,122,58,419,1697,870,39,288,34879,63,140,151,1117,264,1925,859,37990,7778
"HER44L","HER44L_2B_919",56.9,10279.58,7.34,1,27867,94876,1.33,98,171,105,372,1710,644,42,319,41077,135,205,116,1083,165,1786,1046,37150,7688
"HER44L","HER44L_2B_920",56.95,10289.5,7.33,1,28379,101744,1.46,58,199,92,352,1696,901,92,374,49137,97,137,71,894,216,1762,1021,36570,7590
"HER44L","HER44L_2B_921",57,10299.41,7.33,1,27640,96631,1.58,65,205,93,335,1956,725,90,369,44010,123,259,68,1045,456,1971,996,36005,7407
"HER44L","HER44L_2B_922",57.05,10309.33,7.33,1,26554,93215,1.46,126,183,67,426,1797,689,53,427,42275,59,192,105,1040,314,2013,685,34503,7502
"HER44L","HER44L_2B_923",57.1,10319.25,7.32,1,26412,94053,1.51,118,145,71,460,1978,912,79,487,42387,84,164,160,1086,437,2082,1130,33911,7674
"HER44L","HER44L_2B_924",57.15,10329.16,7.32,1,26220,96778,1.37,83,153,74,513,1940,1004,45,475,47980,89,171,149,934,350,2214,965,31857,7224
"HER44L","HER44L_2B_925",57.2,10339.08,7.31,1,25070,92990,1.5,94,179,74,479,1976,954,82,478,45558,38,124,141,943,394,2197,1076,30500,6974
"HER44L","HER44L_2B_926",57.25,10349,7.3,1,23584,86157,1.37,129,107,76,513,1888,874,19,411,38801,97,90,85,827,256,2489,1015,29758,7400
"HER44L","HER44L_2B_927",57.3,10358.91,7.3,1,24127,89753,1.47,115,105,63,578,2253,897,27,565,42855,106,138,110,728,387,2520,707,29790,6994
"HER44L","HER44L_2B_928",57.35,10368.83,7.29,1,23692,86473,1.74,99,127,57,407,2102,1118,5,525,39535,219,122,111,887,319,2183,1011,29484,6898
"HER44L","HER44L_2B_929",57.4,10378.75,7.29,1,23482,86520,1.41,98,100,56,439,1954,843,48,452,40757,128,214,148,649,503,2127,1447,28783,6972
"HER44L","HER44L_2B_930",57.45,10388.66,7.29,1,24184,90103,1.52,90,144,60,452,1786,1145,120,492,43216,148,150,26,995,284,2075,1028,30149,7159
"HER44L","HER44L_2B_931",57.5,10398.58,7.28,1,24665,90279,1.6,107,119,53,455,1846,824,61,497,42682,132,141,92,1074,333,2276,798,30994,7054
"HER44L","HER44L_2B_932",57.55,10408.5,7.28,1,24794,91114,1.46,96,155,66,486,2021,955,100,538,43655,91,225,108,945,321,2018,652,30851,6919
"HER44L","HER44L_2B_933",57.6,10418.41,7.28,1,24331,88755,1.49,97,126,73,557,2039,890,83,472,40946,119,204,21,1062,592,2464,715,30232,7245
"HER44L","HER44L_2B_934",57.65,10428.33,7.28,1,24342,89034,1.53,85,151,73,483,2431,1251,88,525,40232,90,229,118,1004,290,2806,863,30183,7531
"HER44L","HER44L_2B_935",57.7,10438.25,7.27,1,24566,90151,1.57,96,113,55,550,2266,1019,44,569,41454,133,170,0,976,273,2921,860,30290,7654
"HER44L","HER44L_2B_936",57.75,10448.16,7.27,1,24522,87924,1.5,107,141,73,586,2160,868,70,430,39691,267,159,55,901,244,2734,1118,30148,7348
"HER44L","HER44L_2B_937",57.8,10458.08,7.26,1,24610,89451,1.45,66,104,77,711,2283,939,50,520,40685,149,152,211,997,355,2837,790,29996,7122
"HER44L","HER44L_2B_938",57.85,10467.99,7.26,1,24624,91011,1.57,95,109,65,501,2141,912,85,528,42854,116,160,115,1067,255,2559,957,30255,7380
"HER44L","HER44L_2B_939",57.9,10477.91,7.25,1,24689,91147,1.6,92,125,21,481,2209,847,94,542,42062,153,62,124,950,405,2312,885,31404,7389
"HER44L","HER44L_2B_940",57.95,10487.83,7.25,1,24731,90017,1.5,95,101,56,505,2241,889,71,587,40709,125,262,167,936,426,2482,1128,31417,7430
"HER44L","HER44L_2B_941",58,10497.74,7.24,1,25829,95929,1.84,95,89,91,544,2720,1175,89,646,45318,81,131,216,929,290,2791,758,31471,7866
"HER44L","HER44L_2B_942",58.05,10507.66,7.24,1,26508,101538,1.62,151,179,76,743,2919,1249,114,721,50162,54,169,182,1013,359,2637,874,31722,7469
"HER44L","HER44L_2B_943",58.1,10517.58,7.23,1,24644,91127,1.51,116,138,42,657,2498,1532,25,708,41443,128,175,125,1027,386,2840,927,30367,7312
"HER44L","HER44L_2B_944",58.15,10527.49,7.22,1,23736,85385,1.68,115,96,46,666,2287,1011,46,491,36620,138,121,216,873,478,2857,860,30036,7513
"HER44L","HER44L_2B_945",58.2,10537.41,7.21,1,24158,88152,1.52,103,86,75,642,2295,884,92,654,39506,141,145,175,735,283,2479,1408,29800,7742
"HER44L","HER44L_2B_946",58.25,10547.33,7.2,1,24116,88681,1.56,88,91,62,563,2548,1070,39,595,40226,154,74,30,801,365,2891,948,29803,7764
"HER44L","HER44L_2B_947",58.3,10557.24,7.18,1,24175,85949,1.57,82,94,42,636,2501,964,57,597,37083,68,93,128,865,344,2906,920,30394,7416
"HER44L","HER44L_2B_948",58.35,10567.16,7.17,1,24414,88352,1.53,135,101,54,625,2551,918,43,548,37622,100,158,247,1029,447,2782,1270,31412,7520
"HER44L","HER44L_2B_949",58.4,10577.08,7.16,1,24496,89750,1.53,102,93,76,564,2651,1003,62,601,40680,111,211,77,783,454,2775,1078,30359,7470
"HER44L","HER44L_2B_950",58.45,10586.99,7.16,1,24227,88650,1.55,69,89,82,541,2254,1003,80,617,39961,192,194,181,809,527,2668,851,30358,7442
"HER44L","HER44L_2B_951",58.5,10596.91,7.15,1,24404,89418,1.39,80,108,68,691,2124,897,61,556,41089,60,81,166,876,385,2613,1083,30397,7336
"HER44L","HER44L_2B_952",58.55,10606.83,7.14,1,24778,90483,1.6,117,104,89,721,2452,1309,64,559,41051,27,83,0,1019,363,3002,839,30611,7457
"HER44L","HER44L_2B_953",58.6,10616.74,7.13,1,23671,84254,1.37,102,114,73,589,2310,780,66,463,36440,57,82,41,1017,332,2633,969,30168,7268
"HER44L","HER44L_2B_954",58.65,10626.66,7.12,1,23601,85624,1.65,150,91,60,660,2311,879,9,592,36948,8,137,139,912,444,2625,933,30331,7539
"HER44L","HER44L_2B_955",58.7,10636.58,7.12,1,22092,76520,1.5,108,86,41,543,1840,655,71,417,30439,74,130,93,853,411,2568,739,29382,7483
"HER44L","HER44L_2B_956",58.75,10646.49,7.1,1,23078,83699,1.55,119,95,75,524,2523,909,25,478,35788,103,127,101,679,432,3103,1123,29502,7284
"HER44L","HER44L_2B_957",58.8,10656.41,7.09,1,23737,87368,1.48,109,114,68,526,2274,1009,17,545,39271,52,30,129,948,299,2902,765,30365,7335
"HER44L","HER44L_2B_958",58.85,10666.33,7.07,1,23470,84355,1.63,90,103,56,544,2159,1151,81,474,36962,138,77,136,813,440,2516,635,29953,7444
"HER44L","HER44L_2B_959",58.9,10676.24,7.05,1,22852,84926,1.42,117,109,60,461,1987,719,21,488,38303,117,141,80,830,342,2378,771,29537,7370
"HER44L","HER44L_2B_960",58.95,10686.16,7.03,1,23459,84875,1.56,119,118,47,453,1956,773,85,503,37004,70,172,131,810,361,2537,838,30649,7445
