"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER24L","HER24L_3B_143",45.2,7794.77,7.49,1,35769,76543,1.27,70,30,539,127,31,467,220,3807,90,910,1253,59142,8956
"HER24L","HER24L_3B_144",45.3,7800.16,7.48,1,36046,79440,1.45,118,32,534,124,30,3150,258,3834,41,923,1316,58901,8811
"HER24L","HER24L_3B_145",45.4,7805.55,7.49,1,36066,79378,1.38,105,48,542,135,0,3780,209,3842,10,1063,1153,58758,8791
"HER24L","HER24L_3B_146",45.5,7810.95,7.49,1,35850,76031,1.69,98,30,644,172,33,584,181,3873,42,996,1341,58357,9156
"HER24L","HER24L_3B_147",45.6,7816.34,7.49,1,35821,76436,1.49,99,29,637,102,8,399,214,4032,0,973,1160,59205,8785
"HER24L","HER24L_3B_148",45.7,7821.73,7.5,1,36017,77438,1.42,112,41,602,157,18,1021,110,3856,0,1032,1392,59259,8883
"HER24L","HER24L_3B_149",45.8,7827.12,7.5,1,36116,76982,1.14,85,17,721,149,15,272,204,3869,0,1076,1195,59344,8834
"HER24L","HER24L_3B_150",45.9,7832.51,7.5,1,36124,76920,1.48,142,35,775,157,22,313,235,3733,73,1072,1411,59201,8876
"HER24L","HER24L_3B_151",46,7837.9,7.51,1,35787,76271,1.29,106,23,694,142,12,270,159,3905,0,985,1411,58666,8913
"HER24L","HER24L_3B_152",46.1,7843.3,7.5,1,35778,76491,1.56,92,25,685,138,6,253,225,4032,0,1032,1486,59104,8929
"HER24L","HER24L_3B_153",46.2,7848.69,7.5,1,35781,76301,1.47,105,30,726,97,18,581,175,3851,0,906,1125,59048,8999
"HER24L","HER24L_3B_154",46.3,7854.08,7.5,1,36013,77174,1.5,92,37,685,155,23,464,223,3930,0,944,1519,59440,8869
"HER24L","HER24L_3B_155",46.4,7859.47,7.49,1,36240,77224,1.52,118,38,668,138,24,418,175,3846,0,834,1351,59969,8886
"HER24L","HER24L_3B_156",46.5,7864.86,7.48,1,35836,75912,1.54,114,17,704,137,16,286,218,3576,73,965,1373,58941,8989
"HER24L","HER24L_3B_157",46.6,7870.25,7.49,1,35847,76059,1.55,93,27,575,120,7,307,189,3496,0,742,1480,59448,9095
"HER24L","HER24L_3B_158",46.7,7875.65,7.48,1,36127,76268,1.47,103,20,711,147,50,340,144,3558,0,937,1373,59516,8807
"HER24L","HER24L_3B_159",46.8,7881.04,7.47,1,35994,77511,1.33,125,20,717,115,36,574,213,3705,0,1026,1298,59543,8985
"HER24L","HER24L_3B_160",46.9,7886.43,7.47,1,35810,76307,1.48,119,18,684,83,0,700,220,3523,0,705,1338,59082,8932
"HER24L","HER24L_3B_161",47,7891.82,7.46,1,35694,76683,1.47,115,16,645,117,0,1040,230,3632,0,1133,1417,59208,8674
"HER24L","HER24L_3B_162",47.1,7897.21,7.45,1,35684,76503,1.2,103,21,610,124,9,891,212,3689,7,983,1354,58630,9018
"HER24L","HER24L_3B_163",47.2,7902.6,7.44,1,35484,75285,1.4,100,15,595,89,0,1081,165,3610,0,627,1342,58190,8963
"HER24L","HER24L_3B_164",47.3,7908,7.43,1,35528,75667,1.42,84,31,583,72,32,1194,228,3406,0,725,1345,58536,8750
"HER24L","HER24L_3B_165",47.4,7913.39,7.4,1,35746,76403,1.27,113,7,607,98,27,1476,185,3679,0,829,1209,58353,8711
"HER24L","HER24L_3B_166",47.5,7918.78,7.4,1,35279,75065,1.6,109,37,525,110,0,754,202,3354,63,725,1193,58500,8724
"HER24L","HER24L_3B_167",47.6,7924.17,7.4,1,35110,74440,1.4,96,13,595,114,0,616,184,3252,65,671,1369,58248,8470
"HER24L","HER24L_3B_168",47.7,7929.56,7.4,1,35026,74170,1.5,104,0,534,105,0,877,222,3329,0,736,1301,57589,8640
"HER24L","HER24L_3B_169",47.8,7934.95,7.4,1,35150,74717,1.34,85,0,548,95,0,858,252,3323,0,1079,1263,57760,8499
"HER24L","HER24L_3B_170",47.9,7940.35,7.39,1,35466,75594,1.17,93,34,578,112,14,1435,164,3361,0,729,1316,58342,8991
"HER24L","HER24L_3B_171",48,7945.74,7.39,1,35581,77462,1.52,111,51,595,118,12,2829,227,3517,0,975,1269,58070,8732
"HER24L","HER24L_3B_172",48.1,7951.13,7.39,1,35634,78074,1.32,111,25,656,108,32,2619,210,3654,44,942,1332,58725,8909
"HER24L","HER24L_3B_173",48.2,7956.52,7.4,1,35463,77120,1.41,108,22,567,75,0,2628,228,3381,0,550,1268,58481,8545
"HER24L","HER24L_3B_174",48.3,7961.91,7.39,1,35716,78342,1.56,102,33,602,94,6,3639,202,3549,17,633,1227,58459,8952
"HER24L","HER24L_3B_175",48.4,7967.3,7.38,1,35811,79150,1.47,104,27,614,80,0,4060,187,3452,0,763,1407,58495,9071
"HER24L","HER24L_3B_176",48.5,7972.7,7.38,1,35761,78056,1.2,115,20,545,85,16,3256,201,3597,0,726,1307,58590,8787
"HER24L","HER24L_3B_177",48.6,7978.09,7.38,1,35577,76242,1.27,108,19,583,97,0,1985,222,3499,0,864,1316,58114,8762
"HER24L","HER24L_3B_178",48.7,7983.48,7.38,1,35677,75781,1.43,116,31,608,88,36,1409,157,3278,0,769,1201,58738,8655
"HER24L","HER24L_3B_179",48.8,7988.87,7.38,1,35592,76549,1.33,54,0,610,66,0,1459,228,3325,0,864,1484,58769,8872
"HER24L","HER24L_3B_180",48.9,7994.26,7.39,1,35866,76059,1.25,83,22,617,57,0,760,226,3402,95,941,1321,59068,8813
"HER24L","HER24L_3B_181",49,7999.65,7.38,1,36308,77029,1.49,112,16,687,118,31,776,201,3604,0,815,1360,59872,8701
"HER24L","HER24L_3B_182",49.1,8005.05,7.39,1,36351,75843,1.45,103,31,626,85,0,277,219,3628,0,677,1444,59204,8977
"HER24L","HER24L_3B_183",49.2,8010.44,7.39,1,35836,75615,1.31,104,9,652,89,13,168,211,3618,0,773,1411,59175,8640
"HER24L","HER24L_3B_184",49.3,8015.83,7.38,1,35709,74605,1.29,54,18,597,92,0,195,205,3484,0,709,1433,58824,8478
"HER24L","HER24L_3B_185",49.4,8021.22,7.38,1,35665,75579,1.46,115,16,584,87,0,198,267,3599,0,905,1343,59023,8844
"HER24L","HER24L_3B_186",49.5,8026.61,7.38,1,36026,76390,1.28,98,23,646,114,13,202,201,3525,213,868,1411,59460,8740
"HER24L","HER24L_3B_187",49.6,8032,7.37,1,35848,75567,1.21,87,13,614,106,15,341,154,3218,202,876,1565,58659,8829
"HER24L","HER24L_3B_188",49.7,8037.4,7.37,1,34876,73740,1.32,100,11,442,74,29,313,186,3162,0,665,1329,58082,8713
"HER24L","HER24L_3B_189",49.8,8042.79,7.37,1,35443,74908,1.37,113,28,565,90,0,225,211,3199,0,741,1287,58907,8987
"HER24L","HER24L_3B_190",49.9,8048.18,7.37,1,35390,74355,1.46,75,24,551,86,16,174,207,3197,27,873,1195,58438,8821
"HER24L","HER24L_3B_191",50,8053.57,7.38,1,35574,74835,1.66,111,23,531,82,7,212,189,3443,0,911,1067,58820,8793
"HER24L","HER24L_3B_192",50.1,8059.29,7.38,1,35600,74564,1.35,121,0,538,61,0,203,244,3076,0,720,1277,58842,8657
"HER24L","HER24L_3B_193",50.2,8065.01,7.38,1,35496,74392,1.23,99,23,556,51,9,154,232,3185,5,885,1318,58164,8875
"HER24L","HER24L_3B_194",50.3,8070.73,7.38,1,35537,74872,1.33,105,32,534,83,0,142,223,3096,0,650,1445,58954,8753
"HER24L","HER24L_3B_195",50.4,8076.44,7.38,1,35778,74840,1.52,91,15,498,97,0,197,171,3219,68,634,1354,58502,8809
"HER24L","HER24L_3B_196",50.5,8082.16,7.38,1,35675,74813,1.28,85,20,525,53,14,164,212,3326,0,728,1268,58721,8968
"HER24L","HER24L_3B_197",50.6,8087.88,7.38,1,35821,74878,1.29,73,18,480,71,0,138,146,3203,0,755,1345,58842,8989
"HER24L","HER24L_3B_198",50.7,8093.6,7.37,1,35706,76161,1.39,79,22,523,70,7,181,238,3257,0,858,1443,59339,9193
"HER24L","HER24L_3B_199",50.8,8099.32,7.38,1,35587,75794,1.55,102,23,574,86,24,146,165,3229,184,826,1404,59307,8925
"HER24L","HER24L_3B_200",50.9,8105.04,7.37,1,35782,75419,1.47,142,22,524,74,33,205,208,3283,0,645,1420,59191,9031
"HER24L","HER24L_3B_201",51,8110.75,7.37,1,35662,75069,1.43,115,23,500,95,9,174,153,3101,0,802,1361,59024,8852
"HER24L","HER24L_3B_202",51.1,8116.47,7.38,1,35616,75587,1.32,90,38,535,70,17,200,199,2939,0,655,1228,59585,9021
"HER24L","HER24L_3B_203",51.2,8122.19,7.38,1,35752,75847,1.17,86,14,517,68,7,229,194,3268,141,819,1370,59518,9023
"HER24L","HER24L_3B_204",51.3,8127.91,7.38,1,35951,75707,1.5,80,25,487,50,9,157,199,3352,0,901,1487,59410,8922
"HER24L","HER24L_3B_205",51.4,8133.63,7.38,1,36118,75475,1.33,87,38,540,76,0,271,191,3172,0,564,1242,59606,8884
"HER24L","HER24L_3B_206",51.5,8139.35,7.39,1,36010,76309,1.43,116,33,540,73,0,811,226,3393,7,871,1193,59269,9000
"HER24L","HER24L_3B_207",51.6,8145.06,7.38,1,35975,75989,1.39,99,15,554,59,0,633,231,3151,0,705,1209,59578,8951
"HER24L","HER24L_3B_208",51.7,8150.78,7.38,1,35972,75560,1.23,126,13,578,87,24,606,274,3380,0,898,1227,58812,8840
"HER24L","HER24L_3B_209",51.8,8156.5,7.38,1,35792,75520,1.45,92,35,574,82,19,381,164,3091,0,911,1182,59007,9110
"HER24L","HER24L_3B_210",51.9,8162.22,7.38,1,35821,76439,1.46,106,4,440,71,7,362,200,3334,0,835,1083,60036,8936
"HER24L","HER24L_3B_211",52,8167.94,7.38,1,36039,75188,1.52,98,23,533,70,6,375,238,3231,0,715,1302,59156,8759
"HER24L","HER24L_3B_212",52.1,8173.66,7.38,1,36342,75863,1.32,112,33,541,82,22,412,211,3402,201,780,1107,59303,8861
"HER24L","HER24L_3B_213",52.2,8179.37,7.37,1,36187,76144,1.36,98,10,554,68,0,590,220,3232,100,878,1192,59966,8797
"HER24L","HER24L_3B_214",52.3,8185.09,7.36,1,36226,76693,1.46,86,31,515,85,30,408,184,3288,16,654,1597,60012,9017
"HER24L","HER24L_3B_215",52.4,8190.81,7.36,1,35994,76670,1.32,107,32,504,83,24,665,165,3331,69,718,1451,59746,9157
"HER24L","HER24L_3B_216",52.5,8196.53,7.36,1,36526,76702,1.43,89,45,575,69,0,1117,216,3304,0,698,1203,59832,8989
"HER24L","HER24L_3B_217",52.6,8202.25,7.36,1,36346,76302,1.42,106,27,581,30,34,828,202,3387,99,740,1426,59235,8840
"HER24L","HER24L_3B_218",52.7,8207.96,7.35,1,36288,77267,1.39,112,26,547,75,0,298,221,3390,39,794,1500,60255,9264
"HER24L","HER24L_3B_219",52.8,8213.68,7.35,1,36500,75666,1.58,97,12,545,98,0,306,231,3449,0,542,1303,59539,8822
"HER24L","HER24L_3B_220",52.9,8219.4,7.35,1,36221,75933,1.43,104,26,565,86,17,172,183,3397,26,726,1334,59817,8959
"HER24L","HER24L_3B_221",53,8225.12,7.36,1,35992,75403,1.3,105,25,494,42,0,185,218,3349,35,680,1393,59214,8949
"HER24L","HER24L_3B_222",53.1,8230.84,7.37,1,36284,76309,1.31,62,20,465,33,0,174,231,3240,0,730,1447,59976,9043
"HER24L","HER24L_3B_223",53.2,8236.56,7.37,1,36476,76706,1.33,99,29,533,43,15,180,145,3339,0,840,1179,60486,9049
"HER24L","HER24L_3B_224",53.3,8242.27,7.38,1,36460,76349,1.65,115,11,568,45,5,315,232,3244,44,778,1259,60052,9140
"HER24L","HER24L_3B_225",53.4,8247.99,7.39,1,36862,77943,1.28,120,29,533,79,24,429,141,3305,57,820,1384,60956,9235
"HER24L","HER24L_3B_226",53.5,8253.71,7.39,1,36810,77943,1.61,119,20,601,81,0,1276,203,3575,74,704,1319,59865,9141
"HER24L","HER24L_3B_227",53.6,8259.43,7.4,1,36664,77752,1.23,91,23,638,85,25,2722,142,3491,0,772,1238,59094,8643
"HER24L","HER24L_3B_228",53.7,8265.15,7.4,1,36445,77908,1.48,113,40,520,30,0,2032,174,3262,0,856,1230,59816,8926
"HER24L","HER24L_3B_229",53.8,8270.87,7.39,1,36584,78980,1.34,91,28,562,62,0,3493,234,3191,31,573,1283,59731,9112
"HER24L","HER24L_3B_230",53.9,8276.58,7.38,1,36627,79173,1.69,98,8,534,86,22,4386,204,3016,10,673,1268,59022,8989
"HER24L","HER24L_3B_231",54,8282.3,7.37,1,36349,80511,1.37,126,16,471,78,18,4920,223,3383,153,553,1543,59008,8984
"HER24L","HER24L_3B_232",54.1,8288.02,7.37,1,36142,79593,1.41,125,25,467,81,0,5723,177,3169,73,662,1163,57910,8744
"HER24L","HER24L_3B_233",54.2,8293.74,7.36,1,36338,83413,1.46,143,31,438,69,18,9533,200,3175,0,678,1443,58409,8638
"HER24L","HER24L_3B_234",54.3,8299.46,7.36,1,36232,85900,1.61,127,27,510,82,39,11865,235,3243,0,612,1205,57674,8894
"HER24L","HER24L_3B_235",54.4,8305.18,7.36,1,36265,84157,1.39,144,8,478,62,24,12311,161,3353,12,432,1002,56968,8576
"HER24L","HER24L_3B_236",54.5,8310.89,7.35,1,35613,78783,1.52,123,32,516,20,50,5703,164,2965,0,493,1335,57623,9025
"HER24L","HER24L_3B_237",54.6,8316.61,7.36,1,35303,77381,1.54,100,17,419,36,11,4606,233,2955,0,705,1169,57338,8824
"HER24L","HER24L_3B_238",54.7,8322.33,7.38,1,35180,76663,1.31,76,15,466,18,0,3819,151,3000,0,539,1381,57640,8906
"HER24L","HER24L_3B_239",54.8,8328.05,7.39,1,35483,77992,1.38,85,30,459,69,14,3447,188,3187,0,662,1525,58373,9045
"HER24L","HER24L_3B_240",54.9,8333.77,7.4,1,36157,78994,1.28,109,10,453,14,11,4059,226,3107,0,660,1209,59045,9051
"HER24L","HER24L_3B_241",55,8339.49,7.43,1,36465,81851,1.39,170,27,766,63,6,6692,200,2813,0,863,1309,59081,9165
"HER24L","HER24L_3B_242",55.1,8345.01,7.45,1,36693,80010,1.35,170,19,668,63,32,4579,161,3045,0,761,1181,59631,8695
"HER24L","HER24L_3B_243",55.2,8350.54,7.46,1,36583,80834,1.37,128,43,546,37,0,6560,143,3386,0,781,1243,58141,8860
"HER24L","HER24L_3B_244",55.3,8356.07,7.45,1,36459,82192,1.38,124,25,494,73,27,7915,220,3061,47,682,1209,58712,8700
"HER24L","HER24L_3B_245",55.4,8361.59,7.44,1,36339,79207,1.4,122,38,569,60,9,5710,201,2938,0,736,1148,57812,8996
"HER24L","HER24L_3B_246",55.5,8367.12,7.44,1,36003,77551,1.65,105,41,524,23,0,3571,192,2826,50,557,1338,58474,9073
"HER24L","HER24L_3B_247",55.6,8372.64,7.44,1,36242,78007,1.62,124,26,466,21,0,3876,224,3375,0,611,1242,58370,8943
"HER24L","HER24L_3B_248",55.7,8378.17,7.43,1,36396,80145,1.71,119,7,489,63,0,5878,224,3140,0,635,1108,58658,8875
"HER24L","HER24L_3B_249",55.8,8383.7,7.43,1,36218,80049,1.36,124,6,521,48,39,5987,188,3188,35,576,1294,58175,8819
"HER24L","HER24L_3B_250",55.9,8389.22,7.43,1,36220,78842,1.39,130,26,497,55,28,6202,215,2935,0,657,925,57751,8763
"HER24L","HER24L_3B_251",56,8394.75,7.43,1,36542,88042,1.45,141,21,484,71,34,14636,220,3247,0,686,1370,57663,8724
"HER24L","HER24L_3B_252",56.1,8400.28,7.43,1,36573,87897,1.46,117,16,472,53,5,15402,239,3009,0,639,1281,56966,8873
"HER24L","HER24L_3B_253",56.2,8405.8,7.42,1,36310,86547,1.37,128,8,454,94,47,13172,212,2981,0,630,1359,57871,8829
"HER24L","HER24L_3B_254",56.3,8411.33,7.42,1,36183,82068,1.37,104,19,432,53,0,8602,173,2974,0,516,1320,58006,8963
"HER24L","HER24L_3B_255",56.4,8416.86,7.41,1,36073,82877,1.44,73,14,534,49,0,9710,229,2894,0,453,1373,57844,8856
"HER24L","HER24L_3B_256",56.5,8422.38,7.4,1,36432,83972,1.45,90,7,423,62,0,10904,193,3079,0,793,1126,57768,8683
"HER24L","HER24L_3B_257",56.6,8427.91,7.39,1,36290,82998,1.44,111,32,480,29,27,10557,227,2793,24,464,1303,57355,9007
"HER24L","HER24L_3B_258",56.7,8433.44,7.38,1,36403,83725,1.38,113,24,451,33,41,10838,253,2886,80,526,1311,57549,8816
"HER24L","HER24L_3B_259",56.8,8438.96,7.36,1,36287,83745,1.4,123,14,504,29,30,10688,216,3109,0,480,1237,57760,8674
"HER24L","HER24L_3B_260",56.9,8444.49,7.35,1,36016,80632,1.43,93,31,505,34,11,7152,178,3276,0,774,1269,57662,8700
"HER24L","HER24L_3B_261",57,8450.02,7.34,1,36068,82082,1.4,113,23,479,42,12,8707,165,3031,0,565,1309,57738,8949
"HER24L","HER24L_3B_262",57.1,8455.54,7.34,1,35754,79176,1.34,100,37,455,23,8,6662,156,3014,0,524,1197,57342,8825
"HER24L","HER24L_3B_263",57.2,8461.07,7.34,1,35758,79009,1.32,131,22,509,35,9,5863,244,3082,127,573,1374,57455,8713
"HER24L","HER24L_3B_264",57.3,8466.6,7.34,1,35777,79298,1.22,90,0,475,38,0,6091,191,2987,165,455,1279,57817,8785
"HER24L","HER24L_3B_265",57.4,8472.12,7.34,1,35770,77883,1.27,89,13,458,72,9,5992,241,3027,0,381,1088,57187,8522
"HER24L","HER24L_3B_266",57.5,8477.65,7.34,1,35784,76810,1.37,75,47,453,77,0,4087,208,3070,0,472,1369,57444,8853
"HER24L","HER24L_3B_267",57.6,8483.18,7.34,1,35711,78122,1.28,104,22,460,4,4,3539,249,2966,52,703,1453,58468,9110
"HER24L","HER24L_3B_268",57.7,8488.7,7.35,1,36115,78262,1.28,116,16,473,57,0,3329,213,3181,161,601,1419,59070,8773
"HER24L","HER24L_3B_269",57.8,8494.23,7.35,1,36322,78080,1.47,129,28,501,52,0,3376,182,3218,0,674,1308,58835,8890
"HER24L","HER24L_3B_270",57.9,8499.76,7.36,1,36327,78252,1.51,135,35,573,36,35,3333,205,3060,44,659,1077,59254,8811
"HER24L","HER24L_3B_271",58,8505.28,7.36,1,36403,80296,1.43,107,0,520,33,0,6365,211,3198,0,647,1279,58271,8871
"HER24L","HER24L_3B_272",58.1,8510.81,7.37,1,36072,81390,1.57,138,20,479,36,24,8776,204,2596,57,696,1050,57650,8684
"HER24L","HER24L_3B_273",58.2,8516.34,7.37,1,35985,79759,1.35,125,10,528,33,13,6778,171,2922,0,503,1493,57750,8759
"HER24L","HER24L_3B_274",58.3,8521.86,7.37,1,35784,78221,1.26,105,17,531,39,7,5098,259,2943,0,459,1265,57894,8678
"HER24L","HER24L_3B_275",58.4,8527.39,7.37,1,35661,78184,1.35,130,7,458,48,0,4983,187,2705,0,578,1269,58316,8850
"HER24L","HER24L_3B_276",58.5,8532.92,7.37,1,35446,77612,1.36,99,16,488,38,23,3813,252,2826,102,631,1188,58424,8992
"HER24L","HER24L_3B_277",58.6,8538.44,7.37,1,35814,78210,1.33,82,9,442,35,36,3982,208,2950,22,715,1421,58643,8935
"HER24L","HER24L_3B_278",58.7,8543.97,7.37,1,36314,80114,1.53,100,0,483,60,18,5842,208,2880,0,761,1350,58986,8571
"HER24L","HER24L_3B_279",58.8,8549.5,7.38,1,36232,80441,1.42,116,52,513,17,5,6359,247,2948,0,635,1490,58797,8695
"HER24L","HER24L_3B_280",58.9,8555.02,7.38,1,35798,77500,1.32,104,37,512,43,40,3952,218,2777,0,651,1251,58352,8785
"HER24L","HER24L_3B_281",59,8560.55,7.38,1,35891,77505,1.33,89,0,517,80,0,2757,174,2820,75,434,1627,59250,9075
"HER24L","HER24L_3B_282",59.1,8566.08,7.38,1,35949,77770,1.46,109,32,468,67,14,3676,193,2874,0,529,1400,58874,8847
"HER24L","HER24L_3B_283",59.2,8571.6,7.38,1,35874,78022,1.32,87,32,493,35,0,4356,175,2744,0,655,1289,58348,8878
"HER24L","HER24L_3B_284",59.3,8577.13,7.37,1,35731,77465,1.54,99,20,495,52,0,4318,156,2754,41,760,1231,58165,8740
"HER24L","HER24L_3B_285",59.4,8582.66,7.36,1,35845,78980,1.39,94,30,499,17,0,5006,181,2948,18,509,1190,58937,8994
"HER24L","HER24L_3B_286",59.5,8588.18,7.36,1,35763,79904,1.37,111,18,423,58,6,5451,215,3054,21,849,1605,58622,8701
"HER24L","HER24L_3B_287",59.6,8593.71,7.35,1,35672,77029,1.42,118,25,473,47,19,3401,169,2668,0,513,1421,58556,8824
"HER24L","HER24L_3B_288",59.7,8599.24,7.34,1,35643,76396,1.58,147,16,448,46,31,3162,195,2794,0,440,1368,58523,8609
"HER24L","HER24L_3B_289",59.8,8604.76,7.33,1,35536,78758,1.3,104,23,561,0,20,4768,228,2797,27,749,1274,58107,9107
"HER24L","HER24L_3B_290",59.9,8610.29,7.32,1,35160,77965,1.5,113,34,537,35,31,4981,194,2690,0,717,1188,57738,8788
"HER24L","HER24L_3B_291",60,8615.81,7.31,1,35009,76453,1.36,115,24,553,34,0,4116,186,2462,19,776,1354,57221,8813
"HER24L","HER24L_3B_292",60.1,8621.44,7.3,1,35174,77411,1.4,104,29,426,54,0,4155,178,2517,0,700,1350,57952,8765
"HER24L","HER24L_3B_293",60.2,8627.07,7.28,1,35178,76899,1.44,108,5,462,52,13,4045,200,2653,0,676,1161,57692,8730
"HER24L","HER24L_3B_294",60.3,8632.7,7.27,1,35447,77143,1.4,92,18,455,39,0,3760,217,2735,21,686,1113,58571,8841
"HER24L","HER24L_3B_295",60.4,8638.33,7.28,1,35179,76280,1.31,94,43,440,48,16,3080,185,2606,0,716,1387,57871,8823
"HER24L","HER24L_3B_296",60.5,8643.95,7.28,1,35266,75379,1.39,99,0,524,50,10,2562,239,2704,0,549,1392,57511,8949
"HER24L","HER24L_3B_297",60.6,8649.58,7.28,1,35227,76040,1.32,104,19,516,27,9,2773,220,2584,0,556,1075,58113,8854
"HER24L","HER24L_3B_298",60.7,8655.21,7.28,1,35218,76023,1.64,95,39,512,52,27,3062,188,2577,0,773,1338,57759,8775
"HER24L","HER24L_3B_299",60.8,8660.84,7.29,1,35229,77454,1.29,101,18,497,45,0,4774,251,2692,0,567,1279,57563,8707
"HER24L","HER24L_3B_300",60.9,8666.47,7.29,1,35218,77501,1.39,111,21,517,29,19,4369,203,2686,0,564,1119,57774,9047
"HER24L","HER24L_3B_301",61,8672.09,7.29,1,34939,74989,1.48,61,26,472,18,45,3058,198,2671,0,500,1166,57326,8673
"HER24L","HER24L_3B_302",61.1,8677.72,7.29,1,35153,75717,1.59,120,26,446,63,13,3237,168,2679,84,529,1330,57829,8614
"HER24L","HER24L_3B_303",61.2,8683.35,7.3,1,35248,75929,1.33,95,13,454,32,0,3492,269,2542,39,489,1404,57702,8645
"HER24L","HER24L_3B_304",61.3,8688.98,7.31,1,35405,76007,1.26,101,31,465,22,11,2602,237,2703,0,641,1403,58276,8592
"HER24L","HER24L_3B_305",61.4,8694.61,7.33,1,35472,78270,1.45,108,10,459,13,9,4954,188,2831,0,746,1174,58033,8890
"HER24L","HER24L_3B_306",61.5,8700.23,7.34,1,35664,80006,1.47,109,33,491,56,17,5792,177,2656,0,740,1261,58843,8858
"HER24L","HER24L_3B_307",61.6,8705.86,7.35,1,35456,78285,1.44,103,14,422,69,35,4430,198,2704,98,596,1206,58695,8805
"HER24L","HER24L_3B_308",61.7,8711.49,7.35,1,35536,77848,1.43,70,0,430,22,0,4476,181,2758,12,563,1254,58565,8591
"HER24L","HER24L_3B_309",61.8,8717.12,7.36,1,35383,76297,1.21,77,17,476,21,16,2746,221,2904,0,581,1302,58344,8855
"HER24L","HER24L_3B_310",61.9,8722.75,7.35,1,35438,74401,1.14,86,25,571,18,20,1319,121,3035,0,504,1244,58281,8805
"HER24L","HER24L_3B_311",62,8728.37,7.35,1,35356,74979,1.32,98,28,471,40,18,552,161,3007,0,838,1116,59064,8792
"HER24L","HER24L_3B_312",62.1,8734,7.34,1,35730,75366,1.29,97,37,569,31,0,910,231,3330,0,584,1470,58739,8734
"HER24L","HER24L_3B_313",62.2,8739.63,7.34,1,35755,75605,1.25,103,18,545,44,0,794,180,3172,0,784,1334,59115,8885
"HER24L","HER24L_3B_314",62.3,8745.26,7.33,1,35633,73993,1.47,96,30,548,39,22,688,192,2993,0,557,1036,58601,8694
"HER24L","HER24L_3B_315",62.4,8750.89,7.33,1,35494,75128,1.24,104,22,523,44,15,791,162,3096,0,559,1380,59089,8633
"HER24L","HER24L_3B_316",62.5,8756.52,7.32,1,35430,75688,1.3,117,33,525,19,0,1698,216,2967,0,621,1239,58693,8957
"HER24L","HER24L_3B_317",62.6,8762.14,7.31,1,35515,77800,1.52,96,39,441,38,14,3318,209,3150,40,716,1361,58699,9057
"HER24L","HER24L_3B_318",62.7,8767.77,7.31,1,35502,76867,1.67,97,27,500,22,15,2068,189,3364,222,624,1364,58631,9010
"HER24L","HER24L_3B_319",62.8,8773.4,7.3,1,35560,75165,1.42,84,19,583,23,9,1109,239,3109,0,650,1407,58697,8879
"HER24L","HER24L_3B_320",62.9,8779.03,7.3,1,35442,75105,1.35,70,19,528,12,24,981,209,2988,83,663,1254,58638,8908
"HER24L","HER24L_3B_321",63,8784.66,7.28,1,35718,76304,1.49,116,32,527,34,0,1539,243,2783,0,693,1078,59271,9075
"HER24L","HER24L_3B_322",63.1,8790.28,7.25,1,35887,75318,1.33,74,22,492,0,0,1188,203,3152,0,537,1382,59119,8662
"HER24L","HER24L_3B_323",63.2,8795.91,7.23,1,36019,76360,1.38,122,14,549,6,0,1835,262,3066,11,731,1155,59050,8825
"HER24L","HER24L_3B_324",63.3,8801.54,7.22,1,35885,77991,1.32,100,17,478,59,0,2581,235,3239,43,713,1188,59207,8846
"HER24L","HER24L_3B_325",63.4,8807.17,7.21,1,35979,77403,1.41,118,31,484,20,0,2432,227,3136,0,503,1461,59260,8731
"HER24L","HER24L_3B_326",63.5,8812.8,7.22,1,36054,77428,1.4,135,31,500,0,7,2127,249,3254,0,741,1429,59413,8805
"HER24L","HER24L_3B_327",63.6,8818.42,7.23,1,36036,77828,1.58,131,31,474,40,41,2318,186,3048,0,721,1434,59476,9185
"HER24L","HER24L_3B_328",63.7,8824.05,7.23,1,35800,75058,1.38,107,23,473,14,8,1225,274,2938,0,395,1399,58822,8886
"HER24L","HER24L_3B_329",63.8,8829.68,7.23,1,35707,75786,1.31,107,18,465,0,0,1816,197,2929,0,610,1129,59017,8922
"HER24L","HER24L_3B_330",63.9,8835.31,7.23,1,35732,76906,1.43,99,28,482,46,22,2514,249,3041,0,632,1415,58948,8635
"HER24L","HER24L_3B_331",64,8840.94,7.23,1,35582,76480,1.44,102,30,502,36,11,2850,258,2778,26,402,1406,58609,8628
"HER24L","HER24L_3B_332",64.1,8846.56,7.24,1,35435,77377,1.28,95,26,511,23,0,2376,224,2952,23,634,1508,59271,8998
"HER24L","HER24L_3B_333",64.2,8852.19,7.23,1,35658,76613,1.52,131,45,503,68,37,1931,204,3108,0,719,1319,59111,8683
"HER24L","HER24L_3B_334",64.3,8857.82,7.23,1,35396,73937,1.3,69,13,525,33,16,1084,185,3116,0,524,1325,57995,8501
"HER24L","HER24L_3B_335",64.4,8863.45,7.23,1,35427,74899,1.6,79,10,499,47,0,999,234,2751,35,577,1355,58918,8937
"HER24L","HER24L_3B_336",64.5,8869.08,7.25,1,35697,77162,1.59,107,18,540,27,34,1453,230,2909,144,818,1526,59298,8721
