"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER34L","HER34L_1A","HER34L_1A_118",22.7,1096.95,6.66,1,34542.71094,78185,1.17,0.07418302743493,0.0792990982925113,1.09100211037923,0.0792990982925113,0.0792990982925113,10.2794653705954,0,0.244292383449511,0.189294621730511,0.106158470294814,2.89185905224787,0.0895312400076741,1.47087037155465,70.1093560145808,10.9432755643666,6.40661524076671,0.156088661862629,0,-2.62162516244659,-2.62162516244659,100,97.7271855215195
"HER34L","HER34L_1A","HER34L_1A_119",22.8,1103.79,6.65,1,34311.57031,76271,1.25,0.0865335448597763,0.0563779155904603,0.988580194307142,0.0930891164400624,0.0655557158028608,7.02626161975063,0.0327778579014304,0.213711633517326,0.166511518139267,0,3.19387447391538,0.253045062999043,1.4986036632534,72.8664892291959,11.27296088946,6.46382879739474,0.15470706779905,-0.501479761347753,-2.86419225231439,-2.36271249096664,100,97.8143724351326
"HER34L","HER34L_1A","HER34L_1A_120",22.9,1110.63,6.65,1,33726.96875,74135,1.23,0.0687934174141768,0.0660956363391111,0.740540905105551,0.161866864503945,0.0876778849396372,6.13610305523707,0.0283267012881905,0.272475888581642,0.174006879341741,0.0620489647265124,3.67302893370203,0.244149187293451,1.23288595130505,72.9871180953666,11.3037027045255,6.45692124105012,0.154872572030531,-0.895671444671419,-2.4162781433989,-1.52060669872748,100,97.2388210696702
"HER34L","HER34L_1A","HER34L_1A_121",23,1117.48,6.65,1,34145.93359,75344,1.27,0.0477808451900616,0.0637077935867488,0.767148014440433,0.0119452112975154,0.131397324272669,6.3163622849862,0.0822892333828838,0.187141643661075,0.0212359311955829,0,3.52781906986621,0.103525164578467,1.12948609046507,73.8612231896369,11.3426417498407,6.51181839457056,0.153566936208446,1.67397643357167,-2.48837285776449,-4.16234929133616,100,97.5937035464005
"HER34L","HER34L_1A","HER34L_1A_122",23.1,1124.32,6.65,1,34165.03516,74441,1.49,0.0577638666863691,0.0725406697921844,0.749586921185906,0.11687107910963,0.0416437178436614,5.58966161120888,0.107467658951384,0.228368775271692,0.0644805953708306,0.0900041643717844,3.89032925404011,0.15179806826883,1.38364610899907,74.092234118295,11.2652973495789,6.57703315048891,0.152044238962923,-0.476924072090309,-2.33537491581704,-1.85845084372673,100,97.9016939589742
"HER34L","HER34L_1A","HER34L_1A_123",23.2,1131.16,6.66,1,34181.74609,74475,1.34,0.0725075528700906,0.0657938905673045,0.700906344410876,0.119503188989594,0.0657938905673045,4.93319906008728,0.128902316213494,0.277945619335347,0.085934877475663,0.11144679422625,4.17724068479355,0,1.08492782813025,74.1604565290366,11.3366901644847,6.5416321212839,0.152867049302022,-0.596816071621513,-2.36584728977201,-1.7690312181505,100,97.3212487411883
"HER34L","HER34L_1A","HER34L_1A_124",23.3,1138,6.68,1,34184.20313,74456,1.46,0.0967014075427098,0.0483507037713549,0.76152358439884,0.138336735790265,0.0886429569141506,6.18083163210487,0.103416783066509,0.322338025142366,0.134307510475986,0.102073707961749,3.91775008058451,0,1.45186418824541,73.2808638659074,11.3718169120017,6.44407700484233,0.155181261683956,-1.05121004977353,-2.75684036527164,-1.70563031549812,100,97.9988180939078
"HER34L","HER34L_1A","HER34L_1A_125",23.4,1144.84,6.69,1,34449.02344,74803,1.41,0.0802106867371629,0.0574843254949668,0.740612007539805,0.136358167453177,0.0788738419582102,6.18825448177212,0.12298971966365,0.258011042337874,0.0534737911581086,0.168442442148042,4.05197652500568,0,1.12963383821504,73.3045466090932,11.308369985161,6.48232651613666,0.154265601634023,-0.863772697590709,-2.55596457105372,-1.69219187346301,100,97.6792374637381
"HER34L","HER34L_1A","HER34L_1A_126",23.5,1151.68,6.69,1,34573.94141,75216,1.57,0.074452244203361,0.0491916613486492,0.704637311210381,0.143586470963625,0.0159540523292916,6.66347585620081,0.0664752180387152,0.328387577111253,0.143586470963625,0.00664752180387152,4.10550946607105,0.0837587747287811,1.45580727504786,72.7651031695384,10.8886407147415,6.68266178266178,0.149640971295975,-1.07121331448,-2.66195909390194,-1.59074577942195,100,97.4952137843012
"HER34L","HER34L_1A","HER34L_1A_127",23.6,1158.52,6.68,1,34802.35156,75008,1.4,0.0853242320819113,0.0466616894197952,0.797248293515358,0.0893238054607508,0.0999893344709897,5.56340656996587,0.187979948805461,0.273304180887372,0.102655716723549,0.029330204778157,4.14089163822526,0.141318259385666,0.925234641638225,73.8881186006826,11.2081377986348,6.59236350660164,0.151690664357115,-0.649344557901552,-2.83824269246122,-2.18889813455967,100,97.5789249146758
"HER34L","HER34L_1A","HER34L_1A_128",23.7,1165.36,6.68,1,34653.59766,76229,1.25,0.0590326516155269,0.0577208149129596,0.742499573653072,0.150861220795235,0.0327959175641816,5.90851250836296,0,0.250560810190348,0.149549384092668,0.0511616314001233,3.85417623214262,0,1.48237547390101,72.9289378058219,11.4759474740584,6.35493827160494,0.157357940747936,-0.960742494444989,-2.55440444428492,-1.59366194983993,100,97.1441314985111
"HER34L","HER34L_1A","HER34L_1A_129",23.8,1172.2,6.68,1,34591.68359,74509,1.38,0.063079627964407,0.0375793528298595,0.712665584023407,0.134211974392355,0.0617375082204834,5.13226590076367,0.0979747413064194,0.230844595954851,0.177159806197909,0.0416057120616301,4.10688641640607,0.119448657209196,1.31661946878901,74.3252492987424,11.1771732273953,6.6497358309318,0.150381913721808,-1.27296567581289,-2.94255751106674,-1.66959183525385,100,97.734501872257
"HER34L","HER34L_1A","HER34L_1A_130",23.9,1179.04,6.67,1,34661.56641,75188,1.54,0.0797999680800128,0.0611799755280098,0.763419694632122,0.0970899611640155,0.0452199819120072,5.06995797201681,0,0.277969888812044,0.0226099909560036,0.087779964888014,4.13363834654466,0,1.05202957918817,74.0690003723999,11.5417353833058,6.41749250979488,0.155824100842147,-0.461818044659296,-2.52398799983047,-2.06216995517118,100,97.3014310794276
"HER34L","HER34L_1A","HER34L_1A_131",24,1185.88,6.66,1,34860.69531,75748,1.33,0.0950520145746422,0.0435655066800444,0.731372445477108,0.104293182658288,0.104293182658288,6.1691397792681,0.0422453398109521,0.28119554311665,0.149178856207425,0.242910703912975,3.90373343190579,0,1.02840999102287,73.6006231187622,11.3415535723715,6.48946571993947,0.15409589065667,-0.872940291000541,-2.8206571252808,-1.94771683428026,100,97.8375666684269
"HER34L","HER34L_1A","HER34L_1A_132",24.1,1192.73,6.66,1,34838.75391,76316,1.39,0.0759997903454059,0.0484826248755176,0.729860055558467,0.0655170606425913,0.0484826248755176,5.55322606006604,0.0131034121285183,0.307930185020179,0.132344462498034,0.00917238848996279,3.73840348026626,0,1.23041039886787,73.9517270297185,11.3658996802767,6.50645607562831,0.153693498945727,-0.301105092783922,-2.71164732728306,-2.41054223449914,100,97.2705592536296
"HER34L","HER34L_1A","HER34L_1A_133",24.2,1199.57,6.66,1,34454.22266,73641,1.22,0.0448119933189392,0.0366643581700411,0.750940372890102,0.0801184122974973,0.0488858108933882,5.82420119227061,0,0.282451351828465,0.120856588041987,0.112708952893089,3.91629662823699,0.0556755068508032,1.07005608288861,74.3403810377371,11.1215219782458,6.68437118437118,0.149602703443237,-0.78170057790139,-3.01952113551801,-2.23782055761662,100,97.8055702665635
"HER34L","HER34L_1A","HER34L_1A_134",24.3,1206.41,6.65,1,34713.59766,74883,1.18,0.0320499979968751,0.030714581413672,0.698422873015237,0.10683332665625,0.0827958281585941,6.53018709186331,0.0480749969953127,0.291120815138282,0.0974854105738285,0.0186958321648438,3.57223936006837,0,1.11774368014102,73.7483808073929,11.6181242738672,6.34770114942529,0.157537347215935,-1.24653241874473,-3.12408724813577,-1.87755482939104,100,97.9928688754457
"HER34L","HER34L_1A","HER34L_1A_135",24.4,1213.25,6.65,1,34776.01953,76457,1.33,0.0510090639182809,0.081091332382908,0.721974443151052,0.0326981178963339,0.0300822684646272,7.24721085054344,0.136024170448749,0.243273997148724,0.19880455680971,0.151719267038989,3.75897563336254,0,1.33015943602286,72.0849627895418,11.6993865833083,6.16143096702068,0.162299960082738,0.908258560176891,-2.186413661232,-3.09467222140889,100,97.7673725100383
"HER34L","HER34L_1A","HER34L_1A_136",24.5,1220.09,6.64,1,34753.80078,76467,1.42,0.0719264519335138,0.0379248564740346,0.746727346437025,0.0666954372474401,0.0510023931892189,5.79596427216969,0,0.235395660873318,0.0653876835759216,0.142545150195509,3.75979180561549,0.398864869813122,1.36529483306524,73.0511200910197,11.4820772359318,6.3621867881549,0.157178660938059,-0.564529802737852,-2.98009337966954,-2.41556357693168,100,97.270718087541
"HER34L","HER34L_1A","HER34L_1A_137",24.6,1226.93,6.64,1,35221.94141,78088,1.35,0.062749718266571,0.0409794078475566,0.714578424341768,0.120377010552198,0.0960454871427108,7.3942219034935,0.117815797561725,0.249718266571048,0.0691527507427518,0.111412765085545,4.1914250589079,0.134463681999795,1.20505071201721,72.0622886999283,11.0734043643069,6.507690528507,0.153664344611885,-1.07755887947028,-2.85862305958158,-1.78106418011131,100,97.6436840487655
"HER34L","HER34L_1A","HER34L_1A_138",24.7,1233.77,6.64,1,35572.66016,77470,1.51,0.0671227571963341,0.0839034464954176,0.864850910029689,0.0606686459274558,0.0774493352265393,6.7923066993675,0.0425971343745966,0.256873628501355,0.274945140054215,0.0903575577642959,4.11901381179812,0,1.32438363237382,72.4615980379502,11.2275719633406,6.45389744768912,0.154945133247827,0.324239668185579,-2.33289044248937,-2.65713011067495,100,97.7436427004001
"HER34L","HER34L_1A","HER34L_1A_139",24.8,1240.61,6.65,1,34759.72266,75522,1.63,0.0887158708720638,0.0794470485421467,0.789174015518657,0.0993088106776833,0.0940123407748735,5.35473107174068,0.0158894097084293,0.272768199994704,0.104605280580493,0.146977039802971,3.98956595429147,0,0.831545774741135,74.0168427742909,11.5529249755038,6.40676217765043,0.156085082022934,-0.22314355131421,-2.29589610484325,-2.07275255352904,100,97.4365085670401
"HER34L","HER34L_1A","HER34L_1A_140",24.9,1247.45,6.65,1,34925.08203,76189,1.35,0.101064458123876,0.0446258646261271,0.68513827455407,0.101064458123876,0.0984394072635157,5.24353909356994,0,0.25069235716442,0.131252543018021,0.182441034795049,3.81944900182441,0.0918767801126147,1.16683510743021,74.3585031959994,11.5699116670385,6.42688598979013,0.155596349707871,-0.817444897237522,-2.73130706326648,-1.91386216602895,100,97.8448332436441
"HER34L","HER34L_1A","HER34L_1A_141",25,1254.29,6.65,1,35053.45313,76553,1.26,0.0640079422099722,0.0627016576750748,0.830796964194741,0.0679267958146643,0.0352696824422296,5.71107598657139,0.0875210638381252,0.236437500816428,0.131934738024637,0.0875210638381252,3.87835878411035,0.0744582184891513,1.16651208966337,74.1355662090317,11.1608950661633,6.64243913857678,0.150547107641887,-0.0800427076735364,-2.58399755243223,-2.50395484475869,100,97.7309837628832
"HER34L","HER34L_1A","HER34L_1A_142",25.1,1261.54,6.67,1,34619.78516,76045,1.32,0.0881057268722467,0.0999408245118022,0.923137615885331,0.0670655532908147,0.0920507594187652,6.81701624038398,0,0.23801696363995,0.0394503254651851,0.115720954697876,3.86350187389046,0,1.50437241107239,72.535998421987,10.9487803274377,6.62503002642325,0.150942712110225,0.398907707562005,-2.22320006373948,-2.62210777130149,100,97.3331579985535
"HER34L","HER34L_1A","HER34L_1A_143",25.2,1268.79,6.7,1,32793.01953,71944,1.53,0.0778383186923162,0.0430890692761036,0.738074057600356,0.11119759813188,0.0833981985989103,5.04281107528077,0.0806182586456133,0.250194595796731,0.0722784387857222,0.0291893695096186,3.50133437117758,0.0653285889024797,1.51367730457022,74.644167685978,11.6521183142444,6.40605988309674,0.156102193586831,-0.948039430188735,-2.84077481675679,-1.89273538656806,100,97.9053152451907
"HER34L","HER34L_1A","HER34L_1A_145",25.4,1283.28,6.74,1,33026.76172,71106,1.27,0.0675048519112311,0.0337524259556156,0.670829465867859,0.0815683627260709,0.0492222878519394,5.12614969200911,0.0998509267853627,0.272832109807892,0.178606587348466,0.122352544089106,3.80980507974011,0.127977948415042,1.13492532275757,75.0428937079853,11.2901864821534,6.64673642252118,0.150449775112444,-0.882389180198474,-2.9894626605404,-2.10707348034192,100,98.108457795404
"HER34L","HER34L_1A","HER34L_1A_146",25.5,1290.53,6.73,1,33174.97266,71252,1.82,0.10947061135126,0.0154381631392803,0.683489586257228,0.120698366361646,0.0350867344074552,4.79144445068209,0.0140346937629821,0.171223263908382,0.0350867344074552,0.0140346937629821,4.01672935496547,0,1.06523325661034,74.9129848986695,11.5954639869758,6.46054224158799,0.154785769151507,-2.05645202345514,-3.79036885028422,-1.73391682682908,100,97.5804187952619
"HER34L","HER34L_1A","HER34L_1A_147",25.6,1297.77,6.7,1,33932.12109,74049,1.31,0.0607705708382287,0.0553687423192751,0.81837702062148,0.132344798714365,0.112087941768289,5.49771097516509,0.0837283420437818,0.252535483261084,0.191764912422855,0.130994341584626,3.71510756391038,0,1.29778930167862,73.9861443098489,11.4086618320301,6.48508522727273,0.154199978096594,-0.871395411966264,-2.69330791936501,-1.82191250739874,100,97.7433861362071
"HER34L","HER34L_1A","HER34L_1A_148",25.7,1305.02,6.68,1,34025.71484,74018,1.33,0.091869545245751,0.0499878407954822,0.824123861763355,0.205355454078738,0.0959226134183577,5.94720203193818,0,0.229673863114378,0.10943284066038,0.220216704044962,3.85041476397633,0,1.10378556567321,73.5888567645708,11.0419087249048,6.66450507769485,0.150048651526556,-1.41296260820205,-2.80254104452313,-1.38957843632108,100,97.3587505741847
"HER34L","HER34L_1A","HER34L_1A_149",25.8,1312.27,6.66,1,33484.05078,71907,1.35,0.0903945373885714,0.0194695926683077,0.766267540016966,0.0848317966261977,0.0639715187672966,4.9550113340843,0.0987386485321318,0.201649352636044,0.118208241200439,0.123770981962813,3.93702977456993,0.0695342595296703,1.29472791244246,74.145771621678,11.8987024907172,6.23141654978962,0.1604771550754,-1.47181653455805,-3.67267747953766,-2.2008609449796,100,97.8680796028203
"HER34L","HER34L_1A","HER34L_1A_150",25.9,1319.51,6.67,1,34547.00391,75041,1.61,0.0799562905611599,0.025319492011034,0.763582574859077,0.151916952066204,0.110606201942938,6.02337388894071,0.134593089111286,0.258525339481084,0.101277968044136,0.107940992257566,3.78459775322824,0.105275782572194,1.41122852840447,73.3519009608081,11.4963819778521,6.38043352266141,0.156729162124846,-1.79175946922805,-3.4064467375483,-1.61468726832024,100,97.9064777921403
"HER34L","HER34L_1A","HER34L_1A_151",26,1326.76,6.68,1,34469.81641,75197,1.48,0.0664920143090815,0.0571831323058101,0.730082317113715,0.0797904171708978,0.0664920143090815,5.80741252975518,0.0412250488716305,0.264638216950144,0.0531936114472652,0.0452145697301754,3.73286168331183,0,1.24606034815219,73.2569118448874,11.5310451214809,6.35301579979241,0.157405558480222,-0.333144446528538,-2.54689832581597,-2.21375387928743,100,96.9786028697953
"HER34L","HER34L_1A","HER34L_1A_152",26.1,1334.01,6.69,1,34541.27344,75632,1.24,0.0899090332134546,0.0542098582610535,0.781415273958113,0.103130949862492,0.0687539665749947,5.71715675904379,0.0185106833086524,0.30013750793315,0.120319441506241,0.140152316479797,3.4601755870531,0.198328749735562,1.24947112333404,73.4292363020944,11.5162894013116,6.37611940298507,0.156835205992509,-0.643136759985284,-2.66824395070179,-2.02510719071651,100,97.2471969536704
"HER34L","HER34L_1A","HER34L_1A_153",26.2,1341.25,6.69,1,35005.88672,75695,1.22,0.0845498381663254,0.0686967435101394,0.783407094259859,0.0700178347314882,0.0607701961820464,6.0598454323271,0.00924763854944184,0.169099676332651,0.118898209921395,0.00924763854944184,3.77171543695092,0.00924763854944184,1.21408283241958,73.5781755730233,11.6824096703877,6.29820196765803,0.158775473561361,-0.0190481949706945,-2.4339506804163,-2.4149024854456,100,97.6894114538609
"HER34L","HER34L_1A","HER34L_1A_154",26.3,1348.5,6.69,1,34751.11719,75465,1.26,0.0834824090638044,0.0516795865633075,0.769893328032863,0.0808321738554297,0.113960113960114,5.22758894851918,0.0516795865633075,0.243821639170476,0.218644404690916,0.121910819585238,3.97402769495793,0.292850990525409,1.54906247929504,73.5241502683363,11.1839925793414,6.57405213270142,0.152113183743354,-0.447312218043665,-2.70118911072226,-2.2538768926786,100,97.4875770224607
"HER34L","HER34L_1A","HER34L_1A_155",26.4,1355.74,6.69,1,34617.48828,75648,1.39,0.0991434010152284,0.0621298646362098,0.738948815566836,0.0647736886632826,0.0647736886632826,5.43041455160744,0.155985617597293,0.317258883248731,0.161273265651438,0.149376057529611,3.89567470389171,0,1.33777495769882,73.6423963620981,11.447758037225,6.43290993071593,0.155450645317633,-0.0416726964005681,-2.47600187144504,-2.43432917504447,100,97.5676818950931
"HER34L","HER34L_1A","HER34L_1A_156",26.5,1362.99,6.69,1,34624.50391,74976,1.58,0.0813593683311993,0.0466816047801963,0.797588561673069,0.0666880068288519,0.0213401621852326,5.9885830132309,0,0.214735381988903,0.0226739223218096,0.118704652155356,4.01995305164319,0,1.24973324797268,73.6955825864277,11.2756081946223,6.53584102200142,0.153002497556738,-0.356674943938732,-2.83824269246122,-2.48156774852249,100,97.5992317541613
"HER34L","HER34L_1A","HER34L_1A_157",26.6,1370.24,6.7,1,34600.28516,75049,1.36,0.0732854535037109,0.04263880931125,0.851443723434023,0.110594411651055,0.0479686604751562,6.51307812229344,0,0.275819797732148,0.119921651187891,0.0266492558195312,4.14928913110101,0.054630974430039,1.35777958400512,72.600567629149,11.5537848605578,6.28370430169531,0.159141797893037,-0.953104704996871,-2.99416855157781,-2.04106384658094,100,97.7774520646511
"HER34L","HER34L_1A","HER34L_1A_158",26.7,1377.48,6.71,1,34484.67578,75525,1.39,0.099304865938431,0.0397219463753724,0.897715988083416,0.124462098642834,0.0648791790797749,6.81761006289308,0.066203243958954,0.233035418735518,0.0953326713008937,0.165508109897385,4.29394240317776,0.0781198278715657,1.45514730221781,72.0278053624628,11.1976166832175,6.43242284498049,0.15546241658854,-1.14209740060785,-3.11794990627824,-1.97585250567039,100,97.656405163853
"HER34L","HER34L_1A","HER34L_1A_159",26.8,1384.73,6.7,1,34050.95313,74769,1.41,0.0909467827575599,0.0334363171902794,0.734261525498536,0.053498107504447,0.0575104655672806,6.31411413821236,0.121708194572617,0.169856491326619,0,0,3.97624684026803,0,1.5313833273148,72.6116438630983,11.6064144230898,6.25616501498041,0.159842331141442,-0.470003629245736,-3.08922261664133,-2.61921898739559,100,97.3010204764006
"HER34L","HER34L_1A","HER34L_1A_160",26.9,1391.98,6.7,1,33750.14063,74460,1.39,0.0738651625033575,0.042976094547408,0.792371743217835,0.100725221595487,0.0792371743217835,6.7566478646253,0,0.304861670695676,0.0523771152296535,0.162503357507387,3.95111469245232,0.0201450443190975,1.53236637120602,71.7579908675799,11.2852538275584,6.35856241818398,0.157268252512586,-0.851752210736584,-2.91438663410004,-2.06263442336345,100,96.9124362073596
"HER34L","HER34L_1A","HER34L_1A_161",27,1399.22,6.7,1,33597.25781,73078,1.11,0.0711568461096363,0.0437888283751608,0.836092941788226,0.0834724540901502,0.0177892115274091,6.24401324612058,0.0684200443361887,0.291469388872164,0.179260516160814,0.227154547196147,4.12025506992529,0,1.40261090889187,72.5539834149812,11.5493034839487,6.28210900473934,0.159182210822127,-0.645137961373585,-2.94936105637187,-2.30422309499828,100,97.6887709023235
"HER34L","HER34L_1A","HER34L_1A_162",27.1,1406.47,6.7,1,33436.46875,72109,1.39,0.0887545244005603,0.073499840519214,0.888932033449361,0.131744997157082,0.0485376305315564,6.25164681246446,0.0582451566378677,0.199697679901261,0.141452523263393,0,4.276858644552,0,1.39094981209003,72.0964096021301,11.4479468582285,6.29775893397941,0.158786643071478,-0.583584978048419,-2.49273754336855,-1.90915256532013,100,97.0946761153254
"HER34L","HER34L_1A","HER34L_1A_163",27.2,1413.72,6.71,1,32967.58984,72035,1.42,0.0652460609425973,0.0333171375026029,0.796834871937253,0.131880335947803,0.0707989171930312,5.81800513639203,0.0805164156312903,0.283195668772125,0.091622128132158,0.0291524953147775,3.92309294093149,0,1.65613937669189,72.8826265010065,11.6429513430971,6.25980684392512,0.159749338107846,-1.3758230612526,-3.17457556597162,-1.79875250471903,100,97.5053793294926
"HER34L","HER34L_1A","HER34L_1A_164",27.3,1420.96,6.73,1,33229.94531,72793,1.28,0.0412127539735964,0.0123638261920789,0.767930982374679,0.0892943002761254,0.0137375846578655,6.84406467654857,0.126385778852362,0.118143228057643,0.11539571112607,0.0686879232893273,3.73387551000783,0.130507054249722,1.45755773219952,72.7061668017529,11.5739150742516,6.28189910979228,0.15918752952291,-1.97716269255942,-4.12892489581888,-2.15176220325946,100,97.7992389378099
"HER34L","HER34L_1A","HER34L_1A_165",27.4,1428.21,6.74,1,33415.83594,73334,1.33,0.0654539504186326,0.0190907355387678,0.699539095099135,0.096817301660894,0.0668175743856874,7.18357105844492,0.0668175743856874,0.250906809938091,0.184089235552404,0.113180789265552,3.73905691766439,0.353178607467205,1.60907628112472,71.9188916464396,11.338533286061,6.34287432351173,0.157657230617546,-1.62362254742606,-3.60121851555551,-1.97759596812945,100,97.7050208634467
"HER34L","HER34L_1A","HER34L_1A_166",27.5,1435.46,6.76,1,33113.95703,71019,1.48,0.0647713992030302,0.0281614779143609,0.812458637829313,0.136583167884651,0.0704036947859024,6.22368661907377,0.0366099212886692,0.25204522733353,0.0239372562272068,0.109829763866008,3.96795223813346,0,1.39258508286515,72.9213309114462,11.4659457328321,6.35981824880265,0.157237197806442,-1.57897870494939,-3.36210999295411,-1.78313128800472,100,97.5063011306833
"HER34L","HER34L_1A","HER34L_1A_167",27.6,1442.7,6.77,1,32857.69531,71003,1.35,0.0943622100474628,0.045068518231624,0.771798374716561,0.135205554694872,0.0971789924369393,6.25607368702731,0.125346816331704,0.252102023858147,0.122530033942228,0.0352097798684563,3.86462543836176,0,1.47036040730673,72.9166373251834,11.6882385251327,6.23846246535727,0.160295907133062,-1.09861228866811,-2.84053938414829,-1.74192709548018,100,97.87473768714
"HER34L","HER34L_1A","HER34L_1A_168",27.7,1449.95,6.76,1,33254.52344,71491,1.45,0.0671413184876418,0.0461596564602537,0.860248143122911,0.0559510987397015,0.0825278706410597,6.26652305884657,0,0.327313927627254,0.0489572113972388,0.018184107090403,3.95993901330237,0.166454518750612,1.56523198724315,72.8469317816229,11.6965771915346,6.22805548911744,0.160563758904741,-0.192371892647456,-2.92511470634004,-2.73274281369258,100,98.0081408848666
"HER34L","HER34L_1A","HER34L_1A_169",27.8,1457.19,6.76,1,33459.4375,73711,1.44,0.0963221228853224,0.0393428389249908,0.803136573917055,0.0881822251767036,0.0420561381611971,6.57025410047347,0,0.264546675530111,0.236057033549945,0.127525064101694,4.08758529934474,0.274043222856833,1.5587904112005,71.6080367923376,11.6902497591947,6.12544969246838,0.163253320197791,-0.807091439909163,-3.01621080489753,-2.20911936498837,100,97.4861282576549
"HER34L","HER34L_1A","HER34L_1A_170",27.9,1464.44,6.77,1,33828.03125,75202,1.34,0.0811148639663839,0.0624983378101646,0.836413925161565,0.172867742879179,0.0585090822052605,6.0902635568203,0.0571793303369591,0.37764953059759,0.188824765298795,0.146272705513151,3.92675726709396,0.214090050796521,2.06244514773543,71.1829472620409,11.4132602856307,6.23686356751718,0.160337000990081,-1.01738684874552,-2.59398365499038,-1.57659680624486,100,96.8710938538869
"HER34L","HER34L_1A","HER34L_1A_171",28,1471.69,6.78,1,34418.46484,74608,1.49,0.0522732146686682,0.0522732146686682,0.727803988848381,0.0938237186360712,0.0469118593180356,5.68839802702123,0.0576345700193009,0.352509114304096,0.0375294874544285,0,4.81717778254343,0,1.36580527557367,73.0538280077204,11.6502251769247,6.27059364933272,0.159474533979158,-0.584933595919713,-2.63354767380429,-2.04861407788458,100,97.9961934377011
"HER34L","HER34L_1A","HER34L_1A_172",28.1,1478.93,6.8,1,34681.30859,76491,1.31,0.0614451373364187,0.0888993476356695,0.856309892667111,0.122890274672837,0.0562157639460852,5.7483886993241,0.0300688969944176,0.243165862650508,0.125504961368004,0,4.91038161352316,0.0261468669516675,1.32564615444954,72.960217541933,11.343818226981,6.43171603088625,0.155479501146789,-0.323787077093897,-2.26512753045915,-1.94134045336525,100,97.8990992404335
"HER34L","HER34L_1A","HER34L_1A_173",28.2,1486.18,6.8,1,34541.48438,76179,1.34,0.0813872589558802,0.0406936294779401,0.695729794300266,0.0932015384817338,0.0643221885296473,4.19275653395293,0.191653867863847,0.258601451843684,0.049882513553604,0.166712611087045,5.15496396644745,0.024941256776802,1.3494532613975,73.7132280549758,11.3023274130666,6.52195121951219,0.153328347045625,-0.828692672556169,-2.83888980206102,-2.01019712950485,100,97.3798553407107
"HER34L","HER34L_1A","HER34L_1A_174",28.3,1493.43,6.8,1,35067.77344,76575,1.43,0.0600718250081619,0.0235063663075416,0.656872347371858,0.0457068233757754,0.0169768201110023,3.85373816519752,0.109696376101861,0.287300032647731,0.151485471759713,0.154097290238328,5.17270649689847,0.148873653281097,1.26673196212863,74.5334639242573,11.3483512895854,6.56777905638665,0.152258471458107,-0.664976303593249,-3.33021841220357,-2.66524210861033,100,97.8295788442703
"HER34L","HER34L_1A","HER34L_1A_175",28.4,1500.67,6.82,1,35188.72656,77227,1.34,0.0776930348194284,0.0453209369779999,0.853328499100056,0.372926567133257,0.0751032669921142,4.24721923679542,0,0.2537972470768,0.0414362852370285,0.143732114415943,5.47217941911508,0.0401414013233714,1.26251181581571,73.0314527302627,11.688917088583,6.24792289797275,0.160053191489362,-2.10761241864653,-2.93537547301309,-0.827763054366561,100,97.605759643648
"HER34L","HER34L_1A","HER34L_1A_176",28.5,1507.92,6.84,1,35132.51563,76000,1.31,0.0592105263157895,0.0315789473684211,0.8,0.121052631578947,0.00921052631578947,3.39342105263158,0,0.231578947368421,0.209210526315789,0.0710526315789474,5.28552631578947,0.134210526315789,1.08947368421053,74.3723684210526,11.6789473684211,6.36807120324471,0.157033420023707,-1.34373474670109,-3.23212105161822,-1.88838630491713,100,97.4868421052632
"HER34L","HER34L_1A","HER34L_1A_177",28.6,1515.17,6.85,1,34938.94531,74646,1.77,0.0736811081638668,0.0267931302414061,0.818530128874956,0.0643035125793746,0.0522466039707419,2.37521099590065,0,0.178174316105351,0.150041529351874,0.0696621386276559,5.64531254186427,0,1.19497360876671,75.8272378962034,11.281247488144,6.72152950955943,0.148775661637398,-0.8754687373539,-3.4193646856176,-2.5438959482637,100,97.7574149987943
"HER34L","HER34L_1A","HER34L_1A_178",28.7,1522.41,6.84,1,35154.15625,75867,1.47,0.0566781341031015,0.0751314800901578,0.720998589637128,0.0909486337933489,0.0210895382709215,2.10368144252442,0.00922667299352815,0.308434497212227,0.143672479470653,0.188487748296361,5.86684592774197,0.214849671135013,0.985935914165579,75.1222534171643,11.6045184335745,6.47353475692867,0.154475110978541,-0.191055236762709,-2.26139753458743,-2.07034229782472,100,97.5127525801732
"HER34L","HER34L_1A","HER34L_1A_179",28.8,1529.66,6.84,1,35390.33203,75864,1.51,0.0685437097964779,0.0579985236739428,0.763207845618475,0.163450384899293,0.0303174101022883,2.34894020879468,0.0487714858167247,0.243857429083623,0,0,5.52172308341242,0.220130760307919,1.28519455868396,75.4020352209216,11.3083939681535,6.66779344911994,0.149974651679108,-1.03609193168678,-2.57711284365473,-1.54102091196796,100,97.462564589265
