"Site","label","param","depth","mean_age","value"
"HER14L_10ka",NA,"GRD",109.8,13.65906,NA
"HER14L_10ka",NA,"GRD",110,13.66545,NA
"HER14L_10ka",NA,"GRD",110.2,13.66998,NA
"HER14L_10ka",NA,"GRD",110.4,13.67452,NA
"HER14L_10ka",NA,"GRD",110.6,13.67905,NA
"HER14L_10ka",NA,"GRD",110.8,13.68358,NA
"HER14L_10ka",NA,"GRD",111,13.68812,NA
"HER14L_10ka",NA,"GRD",111.2,13.69265,NA
"HER14L_10ka",NA,"GRD",111.4,13.69719,NA
"HER14L_10ka",NA,"GRD",111.6,13.70172,NA
"HER14L_10ka",NA,"GRD",111.8,13.70625,NA
"HER14L_10ka",NA,"GRD",112,13.71079,NA
"HER14L_10ka",NA,"GRD",112.2,13.71532,NA
"HER14L_10ka",NA,"GRD",112.4,13.71986,NA
"HER14L_10ka",NA,"GRD",112.6,13.72439,NA
"HER14L_10ka",NA,"GRD",112.8,13.72892,NA
"HER14L_10ka",NA,"GRD",113,13.73346,NA
"HER14L_10ka",NA,"GRD",113.2,13.73799,NA
"HER14L_10ka",NA,"GRD",113.4,13.74253,NA
"HER14L_10ka",NA,"GRD",113.6,13.74706,NA
"HER14L_10ka",NA,"GRD",113.8,13.75159,NA
"HER14L_10ka",NA,"GRD",114,13.75613,NA
"HER14L_10ka",NA,"GRD",114.2,13.76066,NA
"HER14L_10ka",NA,"GRD",114.4,13.7652,NA
"HER14L_10ka",NA,"GRD",114.6,13.76973,NA
"HER14L_10ka",NA,"GRD",114.8,13.77426,NA
"HER14L_10ka",NA,"GRD",115,13.7788,NA
"HER14L_10ka",NA,"GRD",115.2,13.78333,NA
"HER14L_10ka",NA,"GRD",115.4,13.78787,NA
"HER14L_10ka",NA,"GRD",115.6,13.7924,NA
"HER14L_10ka",NA,"GRD",115.8,13.79693,NA
"HER14L_10ka",NA,"GRD",116,13.80147,NA
"HER14L_10ka",NA,"GRD",116.2,13.806,NA
"HER14L_10ka",NA,"GRD",116.4,13.81053,NA
"HER14L_10ka",NA,"GRD",116.6,13.81507,NA
"HER14L_10ka",NA,"GRD",116.8,13.8196,NA
"HER14L_10ka",NA,"GRD",117,13.82414,NA
"HER14L_10ka",NA,"GRD",117.2,13.82867,NA
"HER14L_10ka",NA,"GRD",117.4,13.8332,NA
"HER14L_10ka",NA,"GRD",117.6,13.83774,NA
"HER14L_10ka",NA,"GRD",117.8,13.84227,NA
"HER14L_10ka",NA,"GRD",118,13.84681,NA
"HER14L_10ka",NA,"GRD",118.2,13.85134,NA
"HER14L_10ka",NA,"GRD",118.4,13.85587,NA
"HER14L_10ka",NA,"GRD",118.6,13.86041,NA
"HER14L_10ka",NA,"GRD",118.8,13.86494,NA
"HER14L_10ka",NA,"GRD",119,13.86948,NA
"HER14L_10ka",NA,"GRD",119.2,13.87401,NA
"HER14L_10ka",NA,"GRD",119.4,13.87854,NA
"HER14L_10ka",NA,"GRD",119.6,13.88308,NA
"HER14L_10ka",NA,"GRD",119.8,13.88761,NA
"HER14L_10ka",NA,"GRD",120,13.89161,NA
"HER14L_10ka",NA,"GRD",120.2,13.89506,NA
"HER14L_10ka",NA,"GRD",120.4,13.89851,NA
"HER14L_10ka",NA,"GRD",120.6,13.90196,NA
"HER14L_10ka",NA,"GRD",120.8,13.90542,NA
"HER14L_10ka",NA,"GRD",121,13.90887,NA
"HER14L_10ka",NA,"GRD",121.2,13.91232,NA
"HER14L_10ka",NA,"GRD",121.4,13.91578,NA
"HER14L_10ka",NA,"GRD",121.6,13.91923,NA
"HER14L_10ka",NA,"GRD",121.8,13.92268,NA
"HER14L_10ka",NA,"GRD",122,13.92614,NA
"HER14L_10ka",NA,"GRD",122.2,13.92959,NA
"HER14L_10ka",NA,"GRD",122.4,13.93304,NA
"HER14L_10ka",NA,"GRD",122.6,13.9365,NA
"HER14L_10ka",NA,"GRD",122.8,13.93995,NA
"HER14L_10ka",NA,"GRD",123,13.9434,NA
"HER14L_10ka",NA,"GRD",123.2,13.94686,NA
"HER14L_10ka",NA,"GRD",123.4,13.95031,NA
"HER14L_10ka",NA,"GRD",123.6,13.95376,NA
"HER14L_10ka",NA,"GRD",123.8,13.95722,NA
"HER14L_10ka",NA,"GRD",124,13.96067,NA
"HER14L_10ka",NA,"GRD",124.2,13.96412,NA
"HER14L_10ka",NA,"GRD",124.4,13.96758,NA
"HER14L_10ka",NA,"GRD",124.6,13.97103,NA
"HER14L_10ka",NA,"GRD",124.8,13.97448,NA
"HER14L_10ka",NA,"GRD",125.1,13.97966,NA
"HER14L_10ka",NA,"GRD",125.3,13.98312,NA
"HER14L_10ka",NA,"GRD",125.5,13.98657,NA
"HER14L_10ka",NA,"GRD",125.7,13.99002,NA
"HER14L_10ka",NA,"GRD",125.9,13.99347,NA
"HER14L_10ka",NA,"GRD",126.1,13.99693,NA
"HER14L_10ka",NA,"GRD",126.3,14.00038,NA
"HER14L_10ka",NA,"GRD",126.5,14.00383,NA
"HER14L_10ka",NA,"GRD",126.7,14.00729,NA
"HER14L_10ka",NA,"GRD",126.9,14.01074,NA
"HER14L_10ka",NA,"GRD",127.1,14.01419,NA
"HER14L_10ka",NA,"GRD",127.3,14.01765,NA
"HER14L_10ka",NA,"GRD",127.5,14.0211,NA
"HER14L_10ka",NA,"GRD",127.7,14.02455,NA
"HER14L_10ka",NA,"GRD",127.9,14.02801,NA
"HER14L_10ka",NA,"GRD",128.1,14.03146,NA
"HER14L_10ka",NA,"GRD",128.3,14.03491,NA
"HER14L_10ka",NA,"GRD",128.5,14.03837,NA
"HER14L_10ka",NA,"GRD",128.7,14.04182,NA
"HER14L_10ka",NA,"GRD",128.9,14.04527,NA
"HER14L_10ka",NA,"GRD",129.1,14.04873,NA
"HER14L_10ka",NA,"GRD",129.3,14.05218,NA
"HER14L_10ka",NA,"GRD",129.5,14.05563,NA
"HER14L_10ka",NA,"GRD",129.7,14.05909,NA
"HER14L_10ka",NA,"GRD",129.9,14.06254,NA
"HER14L_10ka",NA,"GRD",130.1,14.0735,NA
"HER14L_10ka",NA,"GRD",130.3,14.08445,NA
"HER14L_10ka",NA,"GRD",130.5,14.09541,NA
"HER14L_10ka",NA,"GRD",130.7,14.10636,NA
"HER14L_10ka",NA,"GRD",130.9,14.11732,NA
"HER14L_10ka",NA,"GRD",131.1,14.12828,NA
"HER14L_10ka",NA,"GRD",131.3,14.13923,NA
"HER14L_10ka",NA,"GRD",131.5,14.15019,NA
"HER14L_10ka",NA,"GRD",131.7,14.16114,NA
"HER14L_10ka",NA,"GRD",131.9,14.1721,NA
"HER14L_10ka",NA,"GRD",132.1,14.18306,NA
"HER14L_10ka",NA,"GRD",132.3,14.19401,NA
"HER14L_10ka",NA,"GRD",132.5,14.20497,NA
"HER14L_10ka",NA,"GRD",132.7,14.21592,NA
"HER14L_10ka",NA,"GRD",132.9,14.22688,NA
"HER14L_10ka",NA,"GRD",133.1,14.23784,NA
"HER14L_10ka",NA,"GRD",133.3,14.24879,NA
"HER14L_10ka",NA,"GRD",133.5,14.25975,NA
"HER14L_10ka",NA,"GRD",133.7,14.2707,NA
"HER14L_10ka",NA,"GRD",133.9,14.28166,NA
"HER14L_10ka",NA,"GRD",134.1,14.29262,NA
"HER14L_10ka",NA,"GRD",134.3,14.30357,NA
"HER14L_10ka",NA,"GRD",134.5,14.31453,NA
"HER14L_10ka",NA,"GRD",134.7,14.32548,NA
"HER14L_10ka",NA,"GRD",134.9,14.33644,NA
"HER14L_10ka",NA,"GRD",135.1,14.3474,NA
"HER14L_10ka",NA,"GRD",135.3,14.35835,NA
"HER14L_10ka",NA,"GRD",135.5,14.36931,NA
"HER14L_10ka",NA,"GRD",135.7,14.38026,NA
"HER14L_10ka",NA,"GRD",135.9,14.39122,NA
"HER14L_10ka",NA,"GRD",136.1,14.40218,NA
"HER14L_10ka",NA,"GRD",136.3,14.41313,NA
"HER14L_10ka",NA,"GRD",136.5,14.42409,NA
"HER14L_10ka",NA,"GRD",136.7,14.43504,NA
"HER14L_10ka",NA,"GRD",136.9,14.446,NA
"HER14L_10ka",NA,"GRD",137.1,14.45696,NA
"HER14L_10ka",NA,"GRD",137.3,14.46791,NA
"HER14L_10ka",NA,"GRD",137.5,14.47887,NA
"HER14L_10ka",NA,"GRD",137.7,14.48982,NA
"HER14L_10ka",NA,"GRD",137.9,14.50078,NA
"HER14L_10ka",NA,"GRD",138.1,14.51174,NA
"HER14L_10ka",NA,"GRD",138.3,14.52269,NA
"HER14L_10ka",NA,"GRD",138.5,14.53365,NA
"HER14L_10ka",NA,"GRD",138.7,14.54461,NA
"HER14L_10ka",NA,"GRD",138.9,14.55556,NA
"HER14L_10ka",NA,"GRD",139.1,14.56652,NA
"HER14L_10ka",NA,"GRD",139.3,14.57747,NA
"HER14L_10ka",NA,"GRD",139.5,14.58843,NA
"HER14L_10ka",NA,"GRD",139.7,14.59939,NA
"HER14L_10ka",NA,"GRD",139.9,14.61034,NA
"HER14L_10ka",NA,"GRD",140.1,14.62031,NA
"HER14L_10ka",NA,"GRD",140.3,14.63028,NA
"HER14L_10ka",NA,"GRD",140.5,14.64025,NA
"HER14L_10ka",NA,"GRD",140.7,14.65022,NA
"HER14L_10ka",NA,"GRD",140.9,14.66019,NA
"HER14L_10ka",NA,"GRD",141.1,14.67017,NA
"HER14L_10ka",NA,"GRD",141.3,14.68014,NA
"HER14L_10ka",NA,"GRD",141.6,14.69509,NA
"HER14L_10ka",NA,"GRD",141.8,14.70506,NA
"HER14L_10ka",NA,"GRD",142,14.71503,NA
"HER14L_10ka",NA,"GRD",142.2,14.725,NA
"HER14L_10ka",NA,"GRD",142.4,14.73498,NA
"HER14L_10ka",NA,"GRD",142.6,14.74495,NA
"HER14L_10ka",NA,"GRD",142.8,14.75492,NA
"HER14L_10ka",NA,"GRD",143,14.76489,NA
"HER14L_10ka",NA,"GRD",143.2,14.77486,NA
"HER14L_10ka",NA,"GRD",143.4,14.78483,NA
"HER14L_10ka",NA,"GRD",143.6,14.7948,NA
"HER14L_10ka",NA,"GRD",143.8,14.80477,NA
"HER14L_10ka",NA,"GRD",144,14.81474,NA
"HER14L_10ka",NA,"GRD",144.2,14.82471,NA
"HER14L_10ka",NA,"GRD",144.4,14.83468,NA
"HER14L_10ka",NA,"GRD",144.6,14.84465,NA
"HER14L_10ka",NA,"GRD",144.8,14.85462,NA
"HER14L_10ka",NA,"GRD",145,14.8646,NA
"HER14L_10ka",NA,"GRD",145.2,14.87457,NA
"HER14L_10ka",NA,"GRD",145.4,14.88454,NA
"HER14L_10ka",NA,"GRD",145.6,14.89451,NA
"HER14L_10ka",NA,"GRD",145.8,14.90448,NA
"HER14L_10ka",NA,"GRD",146,14.91445,NA
"HER14L_10ka",NA,"GRD",146.2,14.92442,NA
"HER14L_10ka",NA,"GRD",146.4,14.93439,NA
"HER14L_10ka",NA,"GRD",146.6,14.94436,NA
"HER14L_10ka",NA,"GRD",146.8,14.95433,NA
"HER14L_10ka",NA,"GRD",147,14.9643,NA
"HER14L_10ka",NA,"GRD",147.2,14.97427,NA
"HER14L_10ka",NA,"GRD",147.4,14.98424,NA
"HER14L_10ka",NA,"GRD",147.6,14.99421,NA
"HER14L_10ka",NA,"GRD",147.8,15.00419,NA
"HER14L_10ka",NA,"GRD",148,15.01416,NA
"HER14L_10ka",NA,"GRD",148.2,15.02413,NA
"HER14L_10ka",NA,"GRD",148.4,15.0341,NA
"HER14L_10ka",NA,"GRD",148.6,15.04407,NA
"HER14L_10ka",NA,"GRD",148.8,15.05404,NA
"HER14L_10ka",NA,"GRD",149,15.06401,NA
"HER14L_10ka",NA,"GRD",149.2,15.07398,NA
"HER14L_10ka",NA,"GRD",149.4,15.08395,NA
"HER14L_10ka",NA,"GRD",149.6,15.09392,NA
"HER14L_10ka",NA,"GRD",149.8,15.10389,NA
"HER14L_10ka",NA,"GRD",150,15.11229,NA
"HER14L_10ka",NA,"GRD",150.2,15.11913,NA
"HER14L_10ka",NA,"GRD",150.4,15.12596,NA
"HER14L_10ka",NA,"GRD",150.6,15.1328,NA
"HER14L_10ka",NA,"GRD",150.8,15.13963,NA
"HER14L_10ka",NA,"GRD",151,15.14646,NA
"HER14L_10ka",NA,"GRD",151.2,15.1533,NA
"HER14L_10ka",NA,"GRD",151.4,15.16013,NA
"HER14L_10ka",NA,"GRD",151.6,15.16696,NA
"HER14L_10ka",NA,"GRD",151.8,15.1738,NA
"HER14L_10ka",NA,"GRD",152,15.18063,NA
"HER14L_10ka",NA,"GRD",152.2,15.18746,NA
"HER14L_10ka",NA,"GRD",152.4,15.1943,NA
"HER14L_10ka",NA,"GRD",152.6,15.20113,NA
"HER14L_10ka",NA,"GRD",152.8,15.20797,NA
"HER14L_10ka",NA,"GRD",153,15.2148,NA
"HER14L_10ka",NA,"GRD",153.2,15.22163,NA
"HER14L_10ka",NA,"GRD",153.4,15.22847,NA
"HER14L_10ka",NA,"GRD",153.6,15.2353,NA
"HER14L_10ka",NA,"GRD",153.8,15.24213,NA
"HER14L_10ka",NA,"GRD",154,15.24897,NA
"HER14L_10ka",NA,"GRD",154.2,15.2558,NA
"HER14L_10ka",NA,"GRD",154.4,15.26263,NA
"HER14L_10ka",NA,"GRD",154.6,15.26947,NA
"HER14L_10ka",NA,"GRD",154.8,15.2763,NA
"HER14L_10ka",NA,"GRD",155,15.28313,NA
"HER14L_10ka",NA,"GRD",155.2,15.28997,NA
"HER14L_10ka",NA,"GRD",155.4,15.2968,NA
"HER14L_10ka",NA,"GRD",155.6,15.30364,NA
"HER14L_10ka",NA,"GRD",155.8,15.31047,NA
"HER14L_10ka",NA,"GRD",156,15.3173,NA
"HER14L_10ka",NA,"GRD",156.2,15.32414,NA
"HER14L_10ka",NA,"GRD",156.4,15.33097,NA
"HER14L_10ka",NA,"GRD",156.6,15.3378,NA
"HER14L_10ka",NA,"GRD",156.8,15.34464,NA
"HER14L_10ka",NA,"GRD",157,15.35147,NA
"HER14L_10ka",NA,"GRD",157.2,15.3583,NA
"HER14L_10ka",NA,"GRD",157.4,15.36514,NA
"HER14L_10ka",NA,"GRD",157.6,15.37197,NA
"HER14L_10ka",NA,"GRD",157.8,15.37881,NA
"HER14L_10ka",NA,"GRD",158,15.38564,NA
"HER14L_10ka",NA,"GRD",158.2,15.39247,NA
"HER14L_10ka",NA,"GRD",158.4,15.39931,NA
"HER14L_10ka",NA,"GRD",158.6,15.40614,NA
"HER14L_10ka",NA,"GRD",158.8,15.41297,NA
"HER14L_10ka",NA,"GRD",159,15.41981,NA
"HER14L_10ka",NA,"GRD",159.2,15.42664,NA
"HER14L_10ka",NA,"GRD",159.4,15.43347,NA
"HER14L_10ka",NA,"GRD",159.6,15.44031,NA
"HER14L_10ka",NA,"GRD",159.8,15.44714,NA
"HER14L_10ka",NA,"GRD",160,15.4606,NA
"HER14L_10ka",NA,"GRD",160.2,15.48068,NA
"HER14L_0ka","HER14L_2A","DCMS",1,0.11965,NA
"HER14L_0ka","HER14L_2A","DCMS",1.2,0.13399,-0.6
"HER14L_0ka","HER14L_2A","DCMS",1.4,0.14833,-0.6
"HER14L_0ka","HER14L_2A","DCMS",1.6,0.16267,-0.6
"HER14L_0ka","HER14L_2A","DCMS",1.8,0.17701,-0.5
"HER14L_0ka","HER14L_2A","DCMS",2,0.19135,-0.6
"HER14L_0ka","HER14L_2A","DCMS",2.2,0.20569,-0.5
"HER14L_0ka","HER14L_2A","DCMS",2.4,0.22002,-0.6
"HER14L_0ka","HER14L_2A","DCMS",2.6,0.23436,-0.5
"HER14L_0ka","HER14L_2A","DCMS",2.8,0.2487,-0.4
"HER14L_0ka","HER14L_2A","DCMS",3,0.26304,-0.5
"HER14L_0ka","HER14L_2A","DCMS",3.2,0.27738,-0.5
"HER14L_0ka","HER14L_2A","DCMS",3.4,0.29172,-0.6
"HER14L_0ka","HER14L_2A","DCMS",3.6,0.30606,-0.7
"HER14L_0ka","HER14L_2A","DCMS",3.8,0.3204,-0.7
"HER14L_0ka","HER14L_2A","DCMS",4,0.33473,-0.9
"HER14L_0ka","HER14L_2A","DCMS",4.2,0.34907,-0.8
"HER14L_0ka","HER14L_2A","DCMS",4.4,0.36341,-0.7
"HER14L_0ka","HER14L_2A","DCMS",4.6,0.37775,-1
"HER14L_0ka","HER14L_2A","DCMS",4.8,0.39209,-1.1
"HER14L_0ka","HER14L_2A","DCMS",5,0.40643,-1
"HER14L_0ka","HER14L_2A","DCMS",5.2,0.42077,-1
"HER14L_0ka","HER14L_2A","DCMS",5.4,0.4351,-1
"HER14L_0ka","HER14L_2A","DCMS",5.6,0.44944,-1.2
"HER14L_0ka","HER14L_2A","DCMS",5.8,0.46378,-1.3
"HER14L_0ka","HER14L_2A","DCMS",6,0.47812,-1.3
"HER14L_0ka","HER14L_2A","DCMS",6.2,0.49246,-1.2
"HER14L_0ka","HER14L_2A","DCMS",6.4,0.5068,-1.3
"HER14L_0ka","HER14L_2A","DCMS",6.6,0.52114,-1.7
"HER14L_0ka","HER14L_2A","DCMS",6.8,0.53548,-1.6
"HER14L_0ka","HER14L_2A","DCMS",7,0.54981,-1.8
"HER14L_0ka","HER14L_2A","DCMS",7.2,0.56415,-1.7
"HER14L_0ka","HER14L_2A","DCMS",7.4,0.57849,-1.7
"HER14L_0ka","HER14L_2A","DCMS",7.6,0.59283,-1.8
"HER14L_0ka","HER14L_2A","DCMS",7.8,0.60717,-1.7
"HER14L_0ka","HER14L_2A","DCMS",8,0.62151,-1.8
"HER14L_0ka","HER14L_2A","DCMS",8.2,0.63585,-1.9
"HER14L_0ka","HER14L_2A","DCMS",8.4,0.65018,-1.8
"HER14L_0ka","HER14L_2A","DCMS",8.6,0.66452,-2
"HER14L_0ka","HER14L_2A","DCMS",8.8,0.67886,-1.8
"HER14L_0ka","HER14L_2A","DCMS",9,0.6932,-1.8
"HER14L_0ka","HER14L_2A","DCMS",9.2,0.70754,-2.4
"HER14L_0ka","HER14L_2A","DCMS",9.4,0.72188,-2.7
"HER14L_0ka","HER14L_2A","DCMS",9.6,0.73622,-2
"HER14L_0ka","HER14L_2A","DCMS",9.8,0.75056,-2
"HER14L_0ka","HER14L_2A","DCMS",10,0.76489,-2.1
"HER14L_0ka","HER14L_2A","DCMS",10.2,0.77123,-1.9
"HER14L_0ka","HER14L_2A","DCMS",10.4,0.77758,-2
"HER14L_0ka","HER14L_2A","DCMS",10.6,0.78392,-1.9
"HER14L_0ka","HER14L_2A","DCMS",10.8,0.79026,-1.9
"HER14L_0ka","HER14L_2A","DCMS",11,0.7966,-1.8
"HER14L_0ka","HER14L_2A","DCMS",11.2,0.80294,-1.7
"HER14L_0ka","HER14L_2A","DCMS",11.4,0.80928,-1.7
"HER14L_0ka","HER14L_2A","DCMS",11.6,0.81562,-1.4
"HER14L_0ka","HER14L_2A","DCMS",11.8,0.82196,-1.4
"HER14L_0ka","HER14L_2A","DCMS",12,0.8283,-1.3
"HER14L_0ka","HER14L_2A","DCMS",12.2,0.83464,-1.2
"HER14L_0ka","HER14L_2A","DCMS",12.4,0.84098,-0.4
"HER14L_0ka","HER14L_2A","DCMS",12.6,0.84732,1.2
"HER14L_0ka","HER14L_2A","DCMS",12.8,0.85366,3.5
"HER14L_0ka","HER14L_2A","DCMS",13,0.86001,5.4
"HER14L_0ka","HER14L_2A","DCMS",13.2,0.86635,5.2
"HER14L_0ka","HER14L_2A","DCMS",13.4,0.87269,3.8
"HER14L_0ka","HER14L_2A","DCMS",13.6,0.87903,1.3
"HER14L_0ka","HER14L_2A","DCMS",13.8,0.88537,-0.5
"HER14L_0ka","HER14L_2A","DCMS",14,0.89171,-1.3
"HER14L_0ka","HER14L_2A","DCMS",14.2,0.89805,-1.6
"HER14L_0ka","HER14L_2A","DCMS",14.4,0.90439,-1.8
"HER14L_0ka","HER14L_2A","DCMS",14.6,0.91073,-2
"HER14L_0ka","HER14L_2A","DCMS",14.8,0.91707,-2
"HER14L_0ka","HER14L_2A","DCMS",15,0.92341,-2
"HER14L_0ka","HER14L_2A","DCMS",15.2,0.92975,-2
"HER14L_0ka","HER14L_2A","DCMS",15.4,0.93609,-1.9
"HER14L_0ka","HER14L_2A","DCMS",15.6,0.94244,-2.1
"HER14L_0ka","HER14L_2A","DCMS",15.8,0.94878,-2.1
"HER14L_0ka","HER14L_2A","DCMS",16,0.95512,-2.3
"HER14L_0ka","HER14L_2A","DCMS",16.2,0.96146,-2
"HER14L_0ka","HER14L_2A","DCMS",16.4,0.9678,-2.1
"HER14L_0ka","HER14L_2A","DCMS",16.6,0.97414,-2.3
"HER14L_0ka","HER14L_2A","DCMS",16.8,0.98048,-2.1
"HER14L_0ka","HER14L_2A","DCMS",17,0.98682,-2
"HER14L_0ka","HER14L_2A","DCMS",17.2,0.99316,-2.2
"HER14L_0ka","HER14L_2A","DCMS",17.4,0.9995,-2.2
"HER14L_0ka","HER14L_2A","DCMS",17.6,1.00584,-2
"HER14L_0ka","HER14L_2A","DCMS",17.8,1.01218,-2.1
"HER14L_0ka","HER14L_2A","DCMS",18,1.01852,-2.1
"HER14L_0ka","HER14L_2A","DCMS",18.2,1.02486,-2.2
"HER14L_0ka","HER14L_2A","DCMS",18.4,1.03121,-2.1
"HER14L_0ka","HER14L_2A","DCMS",18.6,1.03755,-2.2
"HER14L_0ka","HER14L_2A","DCMS",18.8,1.04389,-2.3
"HER14L_0ka","HER14L_2A","DCMS",19,1.05023,-2.1
"HER14L_0ka","HER14L_2A","DCMS",19.2,1.05657,-2
"HER14L_0ka","HER14L_2A","DCMS",19.4,1.06291,-2
"HER14L_0ka","HER14L_2A","DCMS",19.6,1.06925,-1.9
"HER14L_0ka","HER14L_2A","DCMS",19.8,1.07559,-2
"HER14L_0ka","HER14L_2A","DCMS",20,1.08193,-2
"HER14L_0ka","HER14L_2A","DCMS",20.2,1.08923,-2.1
"HER14L_0ka","HER14L_2A","DCMS",20.4,1.09653,-2
"HER14L_0ka","HER14L_2A","DCMS",20.6,1.10384,-1.9
"HER14L_0ka","HER14L_2A","DCMS",20.8,1.11114,-1.7
"HER14L_0ka","HER14L_2A","DCMS",21,1.11844,-1.7
"HER14L_0ka","HER14L_2A","DCMS",21.2,1.12574,-1.8
"HER14L_0ka","HER14L_2A","DCMS",21.4,1.13304,-1.8
"HER14L_0ka","HER14L_2A","DCMS",21.6,1.14034,-1.9
"HER14L_0ka","HER14L_2A","DCMS",21.8,1.14764,-1.6
"HER14L_0ka","HER14L_2A","DCMS",22,1.15495,-1.6
"HER14L_0ka","HER14L_2A","DCMS",22.2,1.16225,-2
"HER14L_0ka","HER14L_2A","DCMS",22.4,1.16955,-2
"HER14L_0ka","HER14L_2A","DCMS",22.6,1.17685,-1.6
"HER14L_0ka","HER14L_2A","DCMS",22.8,1.18415,-1
"HER14L_0ka","HER14L_2A","DCMS",23,1.19145,-0.3
"HER14L_0ka","HER14L_2A","DCMS",23.2,1.19875,-0.3
"HER14L_0ka","HER14L_2A","DCMS",23.4,1.20606,-1
"HER14L_0ka","HER14L_2A","DCMS",23.6,1.21336,-1.4
"HER14L_0ka","HER14L_2A","DCMS",23.8,1.22066,-1.6
"HER14L_0ka","HER14L_2A","DCMS",24,1.22796,-1.6
"HER14L_0ka","HER14L_2A","DCMS",24.2,1.23526,-1.6
"HER14L_0ka","HER14L_2A","DCMS",24.4,1.24256,-1.6
"HER14L_0ka","HER14L_2A","DCMS",24.6,1.24986,-1.1
"HER14L_0ka","HER14L_2A","DCMS",24.8,1.25716,-1.1
"HER14L_0ka","HER14L_2A","DCMS",25,1.26447,-1
"HER14L_0ka","HER14L_2A","DCMS",25.2,1.27177,-0.4
"HER14L_0ka","HER14L_2A","DCMS",25.4,1.27907,0.6
"HER14L_0ka","HER14L_2A","DCMS",25.6,1.28637,1
"HER14L_0ka","HER14L_2A","DCMS",25.8,1.29367,0.1
"HER14L_0ka","HER14L_2A","DCMS",26,1.30097,-0.7
"HER14L_0ka","HER14L_2A","DCMS",26.2,1.30827,-1.3
"HER14L_0ka","HER14L_2A","DCMS",26.4,1.31558,-1.6
"HER14L_0ka","HER14L_2A","DCMS",26.6,1.32288,-1.6
"HER14L_0ka","HER14L_2A","DCMS",26.8,1.33018,-1.7
"HER14L_0ka","HER14L_2A","DCMS",27,1.33748,-1.7
"HER14L_0ka","HER14L_2A","DCMS",27.2,1.34478,-1.6
"HER14L_0ka","HER14L_2A","DCMS",27.4,1.35208,-1.8
"HER14L_0ka","HER14L_2A","DCMS",27.6,1.35938,-1.8
"HER14L_0ka","HER14L_2A","DCMS",27.8,1.36669,-1.8
"HER14L_0ka","HER14L_2A","DCMS",28,1.37399,-1.6
"HER14L_0ka","HER14L_2A","DCMS",28.2,1.38129,-1.6
"HER14L_0ka","HER14L_2A","DCMS",28.4,1.38859,-1.8
"HER14L_0ka","HER14L_2A","DCMS",28.6,1.39589,-1.7
"HER14L_0ka","HER14L_2A","DCMS",28.8,1.40319,-1.7
"HER14L_0ka","HER14L_2A","DCMS",29,1.41049,-1.7
"HER14L_0ka","HER14L_2A","DCMS",29.2,1.4178,-1.7
"HER14L_0ka","HER14L_2A","DCMS",29.4,1.4251,-1.7
"HER14L_0ka","HER14L_2A","DCMS",29.6,1.4324,-1.8
"HER14L_0ka","HER14L_2A","DCMS",29.8,1.4397,-1.8
"HER14L_0ka","HER14L_2A","DCMS",30,1.447,-1.9
"HER14L_0ka","HER14L_2A","DCMS",30.2,1.44972,-2
"HER14L_0ka","HER14L_2A","DCMS",30.4,1.45244,-1.7
"HER14L_0ka","HER14L_2A","DCMS",30.6,1.45515,-1.8
"HER14L_0ka","HER14L_2A","DCMS",30.8,1.45787,-1.9
"HER14L_0ka","HER14L_2A","DCMS",31,1.46059,-2
"HER14L_0ka","HER14L_2A","DCMS",31.2,1.46331,-1.8
"HER14L_0ka","HER14L_2A","DCMS",31.4,1.46603,-1.8
"HER14L_0ka","HER14L_2A","DCMS",31.6,1.46874,-1.7
"HER14L_0ka","HER14L_2A","DCMS",31.8,1.47146,-1.8
"HER14L_0ka","HER14L_2A","DCMS",32,1.47418,-2
"HER14L_0ka","HER14L_2A","DCMS",32.2,1.4769,-1.8
"HER14L_0ka","HER14L_2A","DCMS",32.4,1.47961,-1.9
"HER14L_0ka","HER14L_2A","DCMS",32.6,1.48233,-1.8
"HER14L_0ka","HER14L_2A","DCMS",32.8,1.48505,-1.8
"HER14L_0ka","HER14L_2A","DCMS",33,1.48777,-1.9
"HER14L_0ka","HER14L_2A","DCMS",33.2,1.49049,-1.8
"HER14L_0ka","HER14L_2A","DCMS",33.4,1.4932,-2
"HER14L_0ka","HER14L_2A","DCMS",33.6,1.49592,-1.9
"HER14L_0ka","HER14L_2A","DCMS",33.8,1.49864,-1.8
"HER14L_0ka","HER14L_2A","DCMS",34,1.50136,-2
"HER14L_0ka","HER14L_2A","DCMS",34.2,1.50407,-1.9
"HER14L_0ka","HER14L_2A","DCMS",34.4,1.50679,-1.8
"HER14L_0ka","HER14L_2A","DCMS",34.6,1.50951,-1.7
"HER14L_0ka","HER14L_2A","DCMS",34.8,1.51223,-1.5
"HER14L_0ka","HER14L_2A","DCMS",35,1.51495,-1.7
"HER14L_0ka","HER14L_2A","DCMS",35.2,1.51766,-1.7
"HER14L_0ka","HER14L_2A","DCMS",35.4,1.52038,-2.2
"HER14L_0ka","HER14L_2A","DCMS",35.6,1.5231,-1.7
"HER14L_0ka","HER14L_2A","DCMS",35.8,1.52582,-1.9
"HER14L_0ka","HER14L_2A","DCMS",36,1.52853,-1.8
"HER14L_0ka","HER14L_2A","DCMS",36.2,1.53125,-1.8
"HER14L_0ka","HER14L_2A","DCMS",36.4,1.53397,-1.8
"HER14L_0ka","HER14L_2A","DCMS",36.6,1.53669,-1.7
