SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH_CULM,SECT_NUM,SECT DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER49L,HER49L9_1B,HER49L9_1B_100,2.9,60.7,1,10.6,54.9,54.9,2.955,3,1469.418,1.05,-0.8,-0.8,1542.833,0.9697,0.4609,3,1469.418,1.5548,-0.8,-0.5,2284.671,0.6637,0.4609,3,1469.4,1.3024,-0.8,-0.6,1913.8,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_101,2.9,60.8,1,10.7,55,55,2.95,18,1474.263,1.0343,-0.8,-0.8,1524.891,0.9792,0.4609,18,1474.263,1.5496,-0.8,-0.5,2284.528,0.6669,0.4609,18,1474.3,1.292,-0.8,-0.6,1904.7,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_102,2.9,60.9,1,10.8,55.1,55.1,2.885,12,1441.779,1.0576,-0.7,-0.7,1524.891,0.9651,0.4543,12,1441.779,1.5845,-0.7,-0.4,2284.528,0.6457,0.4543,12,1441.8,1.3211,-0.7,-0.6,1904.7,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_103,2.9,61,1,10.9,55.2,55.2,2.861,6,1433.367,1.0729,-0.7,-0.7,1537.918,0.9558,0.4609,6,1433.367,1.6007,-0.7,-0.4,2294.391,0.6359,0.4609,6,1433.4,1.3368,-0.7,-0.5,1916.2,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_104,2.9,61.1,1,11,55.3,55.3,2.942,15,1473.948,0.9647,-0.8,-0.8,1421.901,1.0214,0.4609,15,1473.948,1.5217,-0.8,-0.5,2242.939,0.6838,0.4609,15,1473.9,1.2432,-0.8,-0.7,1832.4,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_105,2.9,61.2,1,11.1,55.4,55.4,2.981,6,1493.487,0.9431,-1,-1.1,1408.535,1.0345,0.4609,6,1493.487,1.4979,-1,-0.7,2237.115,0.6982,0.4609,6,1493.5,1.2205,-1,-0.9,1822.8,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_106,2.9,61.3,1,11.2,55.5,55.5,3.051,2,1524.738,0.9427,-0.9,-1,1437.296,1.0348,0.4609,2,1524.738,1.4728,-0.9,-0.6,2245.629,0.7135,0.4609,2,1524.7,1.2078,-0.9,-0.8,1841.5,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_107,2.9,61.4,1,11.3,55.6,55.6,3.031,0,1514.743,0.9835,-0.9,-0.9,1489.762,1.01,0.4609,0,1514.743,1.4978,-0.9,-0.6,2268.82,0.6983,0.4609,0,1514.7,1.2407,-0.9,-0.8,1879.3,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_108,2.9,61.5,1,11.4,55.7,55.7,2.819,0,1408.796,1.0654,-0.7,-0.7,1500.896,0.9604,0.4609,0,1408.796,1.614,-0.7,-0.4,2273.782,0.6279,0.4609,0,1408.8,1.3397,-0.7,-0.5,1887.3,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_109,2.9,61.6,1,11.5,55.8,55.8,2.844,0,1417.747,0.9979,-0.9,-0.9,1414.812,1.0013,0.4609,0,1417.747,1.5742,-0.9,-0.6,2231.758,0.652,0.4609,0,1417.7,1.2861,-0.9,-0.7,1823.3,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_110,2.9,61.7,1,11.6,55.9,55.9,2.862,0,1426.72,1.0272,-1.1,-1.1,1465.589,0.9835,0.4609,0,1426.72,1.5799,-1.1,-0.7,2254.082,0.6485,0.4609,0,1426.7,1.3036,-1.1,-0.9,1859.8,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_111,2.9,61.8,1,11.7,56,56,2.884,0,1434.113,1.0155,-1.3,-1.3,1456.357,0.9906,0.4609,0,1434.113,1.5661,-1.3,-0.8,2246.006,0.6569,0.4609,0,1434.1,1.2908,-1.3,-1.1,1851.2,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_112,2.9,61.9,1,11.8,56.1,56.1,2.901,0,1438.988,1.0044,-1.3,-1.3,1445.298,0.9973,0.4609,0,1438.988,1.5547,-1.3,-0.8,2237.147,0.6638,0.4609,0,1439,1.2796,-1.3,-1.1,1841.2,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_113,2.9,62,1,11.9,56.2,56.2,2.919,0,1444.335,1.0149,-1.3,-1.3,1465.804,0.991,0.4609,0,1444.335,1.5525,-1.3,-0.8,2242.271,0.6652,0.4609,0,1444.3,1.2837,-1.3,-1.1,1854,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_114,2.9,62.1,1,12,56.3,56.3,2.926,0,1451.389,0.9595,-1.4,-1.5,1392.666,1.0245,0.461,0,1451.389,1.5255,-1.4,-0.9,2214.097,0.6815,0.461,0,1451.4,1.2425,-1.4,-1.2,1803.4,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_115,2.9,62.2,1,12.1,56.4,56.4,2.9,0,1438.492,0.9602,-1.5,-1.6,1381.271,1.0241,0.461,0,1438.492,1.5357,-1.5,-1,2209.152,0.6753,0.461,0,1438.5,1.248,-1.5,-1.3,1795.2,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_116,2.9,62.3,1,12.2,56.5,56.5,2.954,18,1465.278,1.0204,-1.6,-1.6,1495.24,0.9876,0.4678,18,1465.278,1.5419,-1.6,-1,2259.326,0.6716,0.4678,18,1465.3,1.2812,-1.6,-1.3,1877.3,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_117,2.9,62.4,1,12.3,56.6,56.6,2.929,15,1456.489,0.9546,-1.6,-1.7,1390.423,1.0275,0.461,15,1456.489,1.5222,-1.6,-1.1,2217.124,0.6835,0.461,15,1456.5,1.2384,-1.6,-1.4,1803.8,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_118,2.9,62.5,1,12.4,56.7,56.7,2.94,6,1461.959,0.913,-1.6,-1.8,1334.701,1.0528,0.461,6,1461.959,1.5001,-1.6,-1.1,2193.131,0.6969,0.461,6,1462,1.2066,-1.6,-1.4,1763.9,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_119,2.9,62.6,1,12.5,56.8,56.8,2.969,0,1472.718,0.9826,-1.7,-1.7,1447.161,1.0105,0.461,0,1472.718,1.5196,-1.7,-1.1,2237.969,0.6851,0.461,0,1472.7,1.2511,-1.7,-1.4,1842.6,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_120,2.9,62.7,1,12.6,56.9,56.9,3.072,0,1520.04,0.9776,-1.7,-1.7,1486.043,1.0136,0.461,0,1520.04,1.4811,-1.7,-1.1,2251.281,0.7084,0.461,0,1520,1.2294,-1.7,-1.4,1868.7,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_121,2.9,62.8,1,12.7,57,57,3.147,0,1553.307,0.9614,-1.7,-1.8,1493.335,1.0234,0.461,0,1553.307,1.4489,-1.7,-1.2,2250.625,0.7279,0.461,0,1553.3,1.2052,-1.7,-1.5,1872,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_122,2.9,62.9,1,12.8,57.1,57.1,3.214,0,1586.377,0.9182,-1.6,-1.7,1456.659,1.0496,0.461,0,1586.377,1.4084,-1.6,-1.1,2234.284,0.7525,0.461,0,1586.4,1.1633,-1.6,-1.4,1845.5,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_123,2.9,63,1,12.9,57.2,57.2,3.244,0,1597.243,0.8749,-1.7,-1.9,1397.397,1.0758,0.4543,0,1597.243,1.3801,-1.7,-1.2,2204.287,0.7697,0.4543,0,1597.2,1.1275,-1.7,-1.6,1800.8,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_124,2.9,63.1,1,13,57.3,57.3,3.189,0,1566.307,0.9637,-1.8,-1.9,1509.506,1.022,0.461,0,1566.307,1.4366,-1.8,-1.3,2250.126,0.7354,0.461,0,1566.3,1.2002,-1.8,-1.6,1879.8,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_125,2.9,63.2,1,13.1,57.4,57.4,3.023,0,1484.774,1.0142,-1.7,-1.7,1505.9,0.9914,0.461,0,1484.774,1.5144,-1.7,-1.1,2248.503,0.6883,0.461,0,1484.8,1.2643,-1.7,-1.4,1877.2,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_126,2.9,63.3,1,13.2,57.5,57.5,2.913,0,1430.747,1.0208,-1.7,-1.7,1460.496,0.9874,0.4543,0,1430.747,1.5574,-1.7,-1.1,2228.191,0.6622,0.4543,0,1430.7,1.2891,-1.7,-1.4,1844.3,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_127,2.9,63.4,1,13.3,57.6,57.6,2.918,1,1433.202,1.0139,-1.8,-1.8,1453.173,0.9916,0.461,1,1433.202,1.5524,-1.8,-1.2,2224.937,0.6652,0.461,1,1433.2,1.2832,-1.8,-1.5,1839.1,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_128,2.9,63.5,1,13.4,57.7,57.7,2.922,18,1435.167,0.9907,-1.1,-1.1,1421.858,1.0056,0.4544,18,1435.167,1.5407,-1.1,-0.7,2211.099,0.6723,0.4544,18,1435.2,1.2657,-1.1,-0.9,1816.5,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_129,2.9,63.6,1,13.5,57.8,57.8,2.921,18,1438.208,0.9651,-1.7,-1.8,1388.021,1.0211,0.4544,18,1438.208,1.5298,-1.7,-1.1,2200.199,0.6789,0.4544,18,1438.2,1.2475,-1.7,-1.4,1794.1,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_130,2.9,63.7,1,13.6,57.9,57.9,2.916,27,1435.746,1.0121,-1.8,-1.8,1453.073,0.9927,0.4544,27,1435.746,1.5524,-1.8,-1.2,2228.783,0.6652,0.4544,27,1435.7,1.2823,-1.8,-1.5,1840.9,0.8,0.5
HER49L,HER49L9_1B,HER49L9_1B_131,2.9,63.8,1,13.7,58,58,2.924,30,1439.685,0.9537,-1.7,-1.8,1372.958,1.0281,0.4544,30,1439.685,1.5237,-1.7,-1.1,2193.654,0.6826,0.4544,30,1439.7,1.2387,-1.7,-1.4,1783.3,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_132,2.9,63.9,1,13.8,58.1,58.1,2.914,28,1434.761,0.9622,-1.8,-1.9,1380.499,1.0229,0.4544,28,1434.761,1.5312,-1.8,-1.2,2196.927,0.6781,0.4544,28,1434.8,1.2467,-1.8,-1.5,1788.7,0.9,0.5
HER49L,HER49L9_1B,HER49L9_1B_133,2.9,64,1,13.9,58.2,58.2,2.919,29,1433.694,1.0276,-1.9,-1.8,1473.273,0.9833,0.448,29,1433.694,1.5581,-1.9,-1.2,2233.882,0.6617,0.448,29,1433.7,1.2929,-1.9,-1.5,1853.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_134,2.9,64.1,1,14,58.3,58.3,2.925,26,1436.641,1.0242,-1.7,-1.7,1471.451,0.9853,0.448,26,1436.641,1.5544,-1.7,-1.1,2233.069,0.664,0.448,26,1436.6,1.2893,-1.7,-1.4,1852.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_135,2.9,64.2,1,14.1,58.4,58.4,2.94,23,1444.008,1.019,-1.7,-1.7,1471.451,0.9885,0.448,23,1444.008,1.5464,-1.7,-1.1,2233.069,0.6688,0.448,23,1444,1.2827,-1.7,-1.4,1852.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_136,2.9,64.3,1,14.2,58.5,58.5,2.94,31,1444.008,1.0051,-1.8,-1.8,1451.339,0.9969,0.448,31,1444.008,1.5402,-1.8,-1.2,2224.124,0.6726,0.448,31,1444,1.2727,-1.8,-1.5,1837.7,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_137,2.9,64.4,1,14.3,58.6,58.6,2.932,36,1440.079,1.047,-1.9,-1.8,1507.703,0.9715,0.448,36,1440.079,1.5619,-1.9,-1.2,2249.315,0.6594,0.448,36,1440.1,1.3045,-1.9,-1.5,1878.5,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_138,2.9,64.5,1,14.4,58.7,58.7,2.914,39,1431.238,1.023,-1.8,-1.8,1464.152,0.9861,0.448,39,1431.238,1.558,-1.8,-1.2,2229.817,0.6618,0.448,39,1431.2,1.2905,-1.8,-1.5,1847,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_139,2.9,64.6,1,14.5,58.8,58.8,2.112,43,1039.882,1.4673,-1.8,-1.2,1525.841,0.7168,0.448,43,1039.882,2.1746,-1.8,-0.8,2261.36,0.2881,0.448,43,1039.9,1.821,-1.8,-1,1893.6,0.5,0.4
HER49L,HER49L9_1B,HER49L9_1B_140,2.9,64.7,1,14.6,58.9,58.9,2.155,44,1061.054,1.385,-1.8,-1.3,1469.587,0.7667,0.4417,44,1061.054,2.1075,-1.8,-0.9,2236.121,0.3288,0.4417,44,1061.1,1.7463,-1.8,-1.1,1852.9,0.5,0.4
HER49L,HER49L9_1B,HER49L9_1B_141,2.9,64.8,1,14.7,59,59,2.44,46,1201.379,1.2686,-1.8,-1.4,1524.041,0.8372,0.4417,46,1201.379,1.8816,-1.8,-1,2260.546,0.4657,0.4417,46,1201.4,1.5751,-1.8,-1.2,1892.3,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_142,2.9,64.9,1,14.8,59.1,59.1,2.659,46,1309.207,1.0901,-1.9,-1.7,1427.213,0.9454,0.4417,46,1309.207,1.6937,-1.9,-1.1,2217.359,0.5796,0.4417,46,1309.2,1.3919,-1.9,-1.4,1822.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_143,2.9,65,1,14.9,59.2,59.2,2.77,46,1363.86,1.0721,-1.7,-1.6,1462.258,0.9563,0.4356,46,1363.86,1.6372,-1.7,-1,2232.861,0.6138,0.4356,46,1363.9,1.3547,-1.7,-1.3,1847.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_144,2.9,65.1,1,15,59.3,59.3,2.878,45,1417.036,1.0254,-1.8,-1.8,1453.073,0.9846,0.4356,45,1417.036,1.5728,-1.8,-1.1,2228.783,0.6528,0.4356,45,1417,1.2991,-1.8,-1.4,1840.9,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_145,2.9,65.2,1,15.1,59.4,59.4,2.913,46,1430.747,1.0028,-1.7,-1.7,1434.79,0.9983,0.4356,46,1430.747,1.5494,-1.7,-1.1,2216.799,0.667,0.4356,46,1430.7,1.2761,-1.7,-1.4,1825.8,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_146,2.9,65.3,1,15.2,59.5,59.5,2.923,46,1439.193,0.98,-1.7,-1.7,1410.477,1.0121,0.4356,46,1439.193,1.5356,-1.7,-1.1,2210.008,0.6754,0.4356,46,1439.2,1.2578,-1.7,-1.4,1810.2,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_147,2.9,65.4,1,15.3,59.6,59.6,2.918,46,1433.202,0.9998,-1.7,-1.7,1432.945,1.0001,0.4356,46,1433.202,1.5462,-1.7,-1.1,2215.985,0.669,0.4356,46,1433.2,1.273,-1.7,-1.4,1824.5,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_148,2.9,65.5,1,15.4,59.7,59.7,2.907,46,1431.315,1.0382,-1.7,-1.6,1486.018,0.9768,0.4296,46,1431.315,1.5674,-1.7,-1.1,2243.455,0.6561,0.4296,46,1431.3,1.3028,-1.7,-1.4,1864.7,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_149,2.9,65.6,1,15.5,59.8,59.8,2.883,47,1419.498,1.0533,-1.8,-1.7,1495.111,0.9677,0.4297,47,1419.498,1.5833,-1.8,-1.1,2247.526,0.6465,0.4297,47,1419.5,1.3183,-1.8,-1.4,1871.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_150,2.9,65.7,1,15.6,59.9,59.9,2.853,46,1404.727,1.0514,-1.8,-1.7,1476.9,0.9689,0.4297,46,1404.727,1.5942,-1.8,-1.1,2239.381,0.6399,0.4297,46,1404.7,1.3228,-1.8,-1.4,1858.1,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_151,2.9,65.8,1,15.7,60,60,2.773,44,1361.984,1.0871,-1.7,-1.6,1480.552,0.9472,0.4297,44,1361.984,1.6426,-1.7,-1,2237.133,0.6106,0.4297,44,1362,1.3649,-1.7,-1.3,1858.8,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_152,2.9,65.9,1,15.8,60.1,60.1,2.731,42,1344.658,1.0683,-1.7,-1.6,1436.473,0.9586,0.4297,42,1344.658,1.652,-1.7,-1,2221.441,0.6048,0.4297,42,1344.7,1.3602,-1.7,-1.3,1829,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_153,2.9,66,1,15.9,60.2,60.2,2.616,39,1288.035,1.1523,-1.6,-1.4,1484.196,0.9077,0.4297,39,1288.035,1.7411,-1.6,-0.9,2242.64,0.5508,0.4297,39,1288,1.4467,-1.6,-1.2,1863.4,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_154,2.9,66.1,1,16,60.3,60.3,2.623,35,1291.482,1.0616,-1.7,-1.6,1371.07,0.9627,0.4297,35,1291.482,1.6979,-1.7,-1,2192.836,0.577,0.4297,35,1291.5,1.3798,-1.7,-1.3,1782,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_155,2.9,66.2,1,16.1,60.4,60.4,2.598,32,1279.173,1.1041,-1.6,-1.4,1412.341,0.9369,0.4297,32,1279.173,1.7283,-1.6,-0.9,2210.825,0.5586,0.4297,32,1279.2,1.4162,-1.6,-1.2,1811.6,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_156,2.9,66.3,1,16.2,60.5,60.5,2.487,34,1221.513,1.1442,-1.8,-1.6,1397.699,0.9126,0.4297,34,1221.513,1.8015,-1.8,-1,2200.505,0.5143,0.4297,34,1221.5,1.4729,-1.8,-1.3,1799.1,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_157,2.9,66.4,1,16.3,60.6,60.6,2.225,33,1090.152,1.2994,-1.8,-1.4,1416.527,0.8186,0.4297,33,1090.152,2.0225,-1.8,-0.9,2204.87,0.3803,0.4297,33,1090.2,1.661,-1.8,-1.1,1810.7,0.6,0.4
HER49L,HER49L9_1B,HER49L9_1B_158,2.9,66.5,1,16.4,60.7,60.7,2.361,36,1156.786,1.1989,-1.8,-1.5,1386.822,0.8795,0.4297,36,1156.786,1.8948,-1.8,-0.9,2191.86,0.4577,0.4297,36,1156.8,1.5469,-1.8,-1.2,1789.3,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_159,2.9,66.6,1,16.5,60.8,60.8,2.54,38,1247.544,1.1736,-1.8,-1.5,1464.152,0.8948,0.4297,38,1247.544,1.7874,-1.8,-1,2229.817,0.5228,0.4297,38,1247.5,1.4805,-1.8,-1.3,1847,0.7,0.4
HER49L,HER49L9_1B,HER49L9_1B_160,2.9,66.7,1,16.6,60.9,60.9,2.864,43,1406.68,0.987,-1.9,-1.9,1388.357,1.0079,0.4297,43,1406.68,1.5614,-1.9,-1.2,2196.427,0.6597,0.4297,43,1406.7,1.2742,-1.9,-1.6,1792.4,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_161,2.9,66.8,1,16.7,61,61,2.87,46,1409.627,0.9595,-1.9,-2,1352.593,1.0245,0.4297,46,1409.627,1.5472,-1.9,-1.2,2180.917,0.6684,0.4297,46,1409.6,1.2534,-1.9,-1.6,1766.8,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_162,2.9,66.9,1,16.8,61.1,61.1,2.885,47,1420.483,1.0139,-1.9,-1.9,1440.169,0.9916,0.4297,47,1420.483,1.565,-1.9,-1.2,2223.073,0.6576,0.4297,47,1420.5,1.2895,-1.9,-1.5,1831.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_163,2.9,67,1,16.9,61.2,61.2,2.844,51,1403.751,0.9899,-1.7,-1.7,1389.563,1.0061,0.4239,51,1403.751,1.5707,-1.7,-1.1,2204.809,0.6541,0.4239,51,1403.8,1.2803,-1.7,-1.4,1797.2,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_164,2.9,67.1,1,17,61.3,61.3,2.804,53,1384.008,1.0552,-1.9,-1.8,1460.345,0.9666,0.4297,53,1384.008,1.6155,-1.9,-1.2,2235.919,0.6269,0.4297,53,1384,1.3354,-1.9,-1.5,1848.1,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_165,2.9,67.2,1,17.1,61.4,61.4,2.796,54,1380.059,1.0555,-1.8,-1.7,1456.659,0.9664,0.4297,54,1380.059,1.619,-1.8,-1.1,2234.284,0.6249,0.4297,54,1380.1,1.3373,-1.8,-1.4,1845.5,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_166,2.9,67.3,1,17.2,61.5,61.5,2.774,53,1369.201,1.0368,-1.9,-1.8,1419.561,0.9777,0.4297,53,1369.201,1.6199,-1.9,-1.2,2217.919,0.6243,0.4297,53,1369.2,1.3284,-1.9,-1.5,1818.7,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_167,2.9,67.4,1,17.3,61.6,61.6,2.85,50,1413.691,1.0525,-2,-1.9,1487.889,0.9682,0.4297,50,1413.691,1.5959,-2,-1.3,2256.043,0.6389,0.4297,50,1413.7,1.3242,-2,-1.6,1872,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_168,2.9,67.5,1,17.4,61.7,61.7,2.973,46,1467.424,0.9636,-2,-2.1,1413.958,1.0221,0.4297,46,1467.424,1.5098,-2,-1.3,2215.462,0.6911,0.4297,46,1467.4,1.2367,-2,-1.7,1814.7,0.9,0.4
HER49L,HER49L9_1B,HER49L9_1B_169,2.9,67.6,1,17.5,61.8,61.8,2.938,48,1453.736,0.9853,-1.8,-1.8,1432.411,1.0089,0.4297,48,1453.736,1.5323,-1.8,-1.2,2227.51,0.6774,0.4297,48,1453.7,1.2588,-1.8,-1.5,1830,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_170,2.9,67.7,1,17.6,61.9,61.9,2.83,46,1403.77,1.0256,-1.9,-1.9,1439.7,0.9845,0.4239,46,1403.77,1.5919,-1.9,-1.2,2234.68,0.6413,0.4239,46,1403.8,1.3088,-1.9,-1.5,1837.2,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_171,2.9,67.8,1,17.7,62,62,2.799,45,1388.393,1.0544,-1.7,-1.6,1463.885,0.967,0.4239,45,1388.393,1.6172,-1.7,-1.1,2245.367,0.6259,0.4239,45,1388.4,1.3358,-1.7,-1.3,1854.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_172,2.9,67.9,1,17.8,62.1,62.1,2.854,46,1408.687,0.9984,-1.8,-1.8,1406.472,1.001,0.4239,46,1408.687,1.5704,-1.8,-1.1,2212.186,0.6543,0.4239,46,1408.7,1.2844,-1.8,-1.5,1809.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_173,2.9,68,1,17.9,62.2,62.2,2.844,47,1410.714,1.0612,-1.9,-1.8,1497.075,0.9629,0.4239,47,1410.714,1.6021,-1.9,-1.2,2260.147,0.6351,0.4239,47,1410.7,1.3317,-1.9,-1.5,1878.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_174,2.9,68.1,1,18,62.3,62.3,2.829,46,1406.763,1.0564,-1.9,-1.8,1486.051,0.9658,0.4239,46,1406.763,1.6059,-1.9,-1.2,2259.184,0.6328,0.4239,46,1406.8,1.3312,-1.9,-1.5,1872.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_175,2.9,68.2,1,18.1,62.4,62.4,2.788,43,1386.375,1.0626,-1.9,-1.8,1473.093,0.9621,0.424,43,1386.375,1.6254,-1.9,-1.2,2253.42,0.621,0.424,43,1386.4,1.344,-1.9,-1.5,1863.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_176,2.9,68.3,1,18.2,62.5,62.5,2.859,42,1421.681,0.97,-1.9,-2,1378.978,1.0182,0.424,42,1421.681,1.556,-1.9,-1.2,2212.164,0.663,0.424,42,1421.7,1.263,-1.9,-1.6,1795.6,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_177,2.9,68.4,1,18.3,62.6,62.6,2.807,30,1395.823,1.0205,-1.7,-1.7,1424.505,0.9875,0.4298,30,1395.823,1.599,-1.7,-1.1,2231.987,0.6369,0.4298,30,1395.8,1.3098,-1.7,-1.4,1828.2,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_178,2.9,68.5,1,18.4,62.7,62.7,2.776,25,1376.984,1.0469,-1.7,-1.6,1441.567,0.9716,0.424,25,1376.984,1.6235,-1.7,-1,2235.502,0.6221,0.424,25,1377,1.3352,-1.7,-1.3,1838.5,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_179,2.9,68.6,1,18.5,62.8,62.8,2.768,18,1369.619,1.0675,-1.8,-1.7,1462.111,0.9591,0.4298,18,1369.619,1.636,-1.8,-1.1,2240.632,0.6146,0.4298,18,1369.6,1.3518,-1.8,-1.4,1851.4,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_180,2.9,68.7,1,18.6,62.9,62.9,2.824,18,1393.88,1.0687,-1.8,-1.7,1489.686,0.9583,0.4298,18,1393.88,1.6135,-1.8,-1.1,2248.992,0.6282,0.4298,18,1393.9,1.3411,-1.8,-1.4,1869.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_181,2.9,68.8,1,18.7,63,63,2.858,15,1414.152,1.0142,-1.8,-1.8,1434.275,0.9914,0.4298,15,1414.152,1.5757,-1.8,-1.1,2228.331,0.6511,0.4298,15,1414.2,1.295,-1.8,-1.5,1831.3,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_182,2.9,68.9,1,18.8,63.1,63.1,2.884,0,1423.495,1.0103,-1.8,-1.8,1438.164,0.9938,0.4298,0,1423.495,1.5638,-1.8,-1.2,2226.105,0.6583,0.4298,0,1423.5,1.2871,-1.8,-1.5,1832.1,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_183,2.9,69,1,18.9,63.2,63.2,2.871,0,1420.584,0.9565,-1.8,-1.9,1358.814,1.0264,0.424,0,1420.584,1.5455,-1.8,-1.2,2195.458,0.6694,0.424,0,1420.6,1.251,-1.8,-1.5,1777.1,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_184,2.9,69.1,1,19,63.3,63.3,2.868,0,1419.1,0.9922,-1.8,-1.8,1408.073,1.0047,0.424,0,1419.1,1.5621,-1.8,-1.2,2216.837,0.6593,0.424,0,1419.1,1.2772,-1.8,-1.5,1812.5,0.8,0.4
HER49L,HER49L9_1B,HER49L9_1B_185,2.9,69.2,1,19.1,63.4,63.4,2.878,0,1427.579,1.0293,-1.8,-1.7,1469.44,0.9822,0.424,0,1427.579,1.5746,-1.8,-1.1,2247.832,0.6518,0.424,0,1427.6,1.302,-1.8,-1.4,1858.6,0.8,0.4
