SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER14L,HER14L_2D,HER14L_2D_116,2.9,259.3,3,17.4,121.5,121.5,2.99,0,1513.924,0.9026,-1.8,-2,1366.436,1.059,1.4371,0,1513.924,1.4532,-1.8,-1.2,2200.056,0.7253,1.4371,0,1513.9,1.1779,-1.8,-1.6,1783.2,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_117,2.9,259.4,3,17.6,121.6,121.6,3.006,0,1518.182,0.8599,-1.8,-2.1,1305.465,1.0849,1.4371,0,1518.182,1.4187,-1.8,-1.3,2153.81,0.7463,1.4371,0,1518.2,1.1393,-1.8,-1.7,1729.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_118,2.9,259.5,3,17.7,121.7,121.7,2.989,0,1517.259,0.9196,-1.8,-2,1395.306,1.0487,1.4371,0,1517.259,1.4655,-1.8,-1.2,2223.519,0.7179,1.4371,0,1517.3,1.1926,-1.8,-1.6,1809.4,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_119,2.9,259.6,3,17.8,121.8,121.8,2.98,0,1505.051,0.8674,-1.9,-2.2,1305.465,1.0804,1.4886,0,1505.051,1.4311,-1.9,-1.3,2153.81,0.7388,1.4886,0,1505.1,1.1493,-1.9,-1.8,1729.6,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_120,2.9,259.7,3,17.9,121.9,121.9,2.985,0,1511.392,0.898,-1.7,-1.9,1357.168,1.0618,1.4371,0,1511.392,1.4513,-1.7,-1.2,2193.519,0.7265,1.4371,0,1511.4,1.1747,-1.7,-1.5,1775.3,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_121,2.9,259.8,3,17.9,122,122,3.026,0,1524.433,0.8669,-1.7,-2,1321.582,1.0806,1.4371,0,1524.433,1.4183,-1.7,-1.2,2162.143,0.7465,1.4371,0,1524.4,1.1426,-1.7,-1.6,1741.9,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_122,2.9,259.9,3,18.1,122.1,122.1,3.025,0,1501.241,0.8818,-1.9,-2.2,1323.76,1.0717,1.4371,0,1501.241,1.4291,-1.9,-1.3,2145.409,0.7399,1.4371,0,1501.2,1.1555,-1.9,-1.7,1734.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_123,2.9,260,3,18.2,122.2,122.2,2.983,0,1495.238,0.917,-1.7,-1.9,1371.194,1.0503,1.4371,0,1495.238,1.4653,-1.7,-1.2,2190.996,0.718,1.4371,0,1495.2,1.1912,-1.7,-1.5,1781.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_124,2.9,260.1,3,18.3,122.3,122.3,2.974,0,1479.602,0.9136,-1.8,-2,1351.784,1.0524,1.4371,0,1479.602,1.4654,-1.8,-1.2,2168.187,0.7179,1.4371,0,1479.6,1.1895,-1.8,-1.6,1760,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_125,2.9,260.2,3,18.4,122.4,122.4,2.975,0,1483.791,0.8983,-1.7,-1.9,1332.96,1.0616,1.4371,0,1483.791,1.4543,-1.7,-1.2,2157.944,0.7246,1.4371,0,1483.8,1.1763,-1.7,-1.5,1745.5,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_126,2.9,260.3,3,18.4,122.5,122.5,2.956,0,1474.314,0.9254,-1.8,-1.9,1364.355,1.0452,1.4371,0,1474.314,1.4787,-1.8,-1.2,2180.069,0.7099,1.4371,0,1474.3,1.2021,-1.8,-1.6,1772.2,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_127,2.9,260.4,3,18.6,122.6,122.6,2.975,0,1483.791,0.9213,-1.8,-2,1366.991,1.0477,1.4886,0,1483.791,1.4705,-1.8,-1.2,2181.922,0.7148,1.4886,0,1483.8,1.1959,-1.8,-1.6,1774.5,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_128,2.9,260.5,3,18.7,122.7,122.7,3.013,0,1502.743,0.8801,-1.8,-2,1322.587,1.0727,1.4371,0,1502.743,1.4311,-1.8,-1.3,2150.615,0.7387,1.4371,0,1502.7,1.1556,-1.8,-1.7,1736.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_129,2.9,260.6,3,18.8,122.8,122.8,3.025,0,1508.728,0.9096,-1.8,-2,1372.27,1.0548,1.4371,0,1508.728,1.4487,-1.8,-1.2,2185.633,0.7281,1.4371,0,1508.7,1.1792,-1.8,-1.6,1779,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_130,2.9,260.7,3,18.9,122.9,122.9,3.117,0,1554.614,0.8947,-1.7,-1.9,1390.843,1.0638,1.4371,0,1554.614,1.4143,-1.7,-1.2,2198.668,0.7489,1.4371,0,1554.6,1.1545,-1.7,-1.6,1794.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_131,2.9,260.8,3,18.9,123,123,3.086,0,1539.152,0.8551,-1.6,-1.9,1316.127,1.0878,1.389,0,1539.152,1.3943,-1.6,-1.1,2146.046,0.761,1.389,0,1539.2,1.1247,-1.6,-1.5,1731.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_132,2.9,260.9,3,19.1,123.1,123.1,3.103,0,1547.631,0.8858,-1.6,-1.8,1370.949,1.0692,1.4368,0,1547.631,1.4116,-1.6,-1.1,2184.705,0.7505,1.4368,0,1547.6,1.1487,-1.6,-1.5,1777.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_133,2.9,261,3,19.2,123.2,123.2,3.102,0,1531.852,0.8776,-1.7,-1.9,1344.37,1.0742,1.4368,0,1531.852,1.4061,-1.7,-1.2,2153.956,0.7539,1.4368,0,1531.9,1.1419,-1.7,-1.6,1749.2,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_134,2.9,261.1,3,19.3,123.3,123.3,3.062,0,1562.245,0.8567,-1.8,-2.1,1338.439,1.0868,1.4368,0,1562.245,1.4017,-1.8,-1.3,2189.721,0.7566,1.4368,0,1562.2,1.1292,-1.8,-1.7,1764.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_135,2.9,261.2,3,19.4,123.4,123.4,3.05,0,1588.542,0.896,-1.8,-2,1423.382,1.063,1.4368,0,1588.542,1.4325,-1.8,-1.3,2275.615,0.7379,1.4368,0,1588.5,1.1643,-1.8,-1.6,1849.5,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_136,2.9,261.3,3,19.4,123.5,123.5,3.072,0,1621.108,0.8691,-1.7,-2,1408.96,1.0793,1.4368,0,1621.108,1.4078,-1.7,-1.2,2282.236,0.7528,1.4368,0,1621.1,1.1385,-1.7,-1.6,1845.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_137,2.9,261.4,3,19.6,123.6,123.6,3.085,0,1640.958,0.868,-1.7,-2,1424.361,1.08,1.4883,0,1640.958,1.4037,-1.7,-1.2,2303.382,0.7553,1.4883,0,1641,1.1359,-1.7,-1.6,1863.9,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_138,2.9,261.5,3,19.7,123.7,123.7,3.062,0,1691.713,0.8814,-1.7,-1.9,1491,1.0719,1.4368,0,1691.713,1.419,-1.7,-1.2,2400.614,0.746,1.4368,0,1691.7,1.1502,-1.7,-1.6,1945.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_139,2.9,261.6,3,19.8,123.8,123.8,3.044,0,1649.865,0.9267,-1.8,-1.9,1528.886,1.0444,1.4368,0,1649.865,1.4556,-1.8,-1.2,2401.543,0.7239,1.4368,0,1649.9,1.1912,-1.8,-1.6,1965.2,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_140,2.9,261.7,3,19.9,123.9,123.9,3.006,0,1469.927,0.8943,-1.8,-2,1314.544,1.0641,1.4883,0,1469.927,1.443,-1.8,-1.2,2121.138,0.7315,1.4883,0,1469.9,1.1687,-1.8,-1.6,1717.8,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_141,2.9,261.8,3,19.9,124,124,2.993,0,1622.222,0.914,-1.8,-2,1482.673,1.0521,1.4368,0,1622.222,1.4604,-1.8,-1.2,2369.126,0.721,1.4368,0,1622.2,1.1872,-1.8,-1.6,1925.9,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_142,2.9,261.9,3,20.1,124.1,124.1,3.006,0,1573.822,0.9179,-1.7,-1.9,1444.69,1.0497,1.4883,0,1573.822,1.4597,-1.7,-1.2,2297.268,0.7214,1.4883,0,1573.8,1.1888,-1.7,-1.5,1871,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_143,2.9,262,3,20.2,124.2,124.2,3.044,0,1585.417,0.9047,-1.8,-2,1434.402,1.0577,1.4368,0,1585.417,1.4402,-1.8,-1.2,2283.362,0.7332,1.4368,0,1585.4,1.1725,-1.8,-1.6,1858.9,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_144,2.9,262.1,3,20.3,124.3,124.3,3.046,0,1485.854,0.905,-1.8,-2,1344.734,1.0576,1.4368,0,1485.854,1.4399,-1.8,-1.3,2139.473,0.7334,1.4368,0,1485.9,1.1725,-1.8,-1.6,1742.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_145,2.9,262.2,3,20.4,124.4,124.4,3.037,0,1496.059,0.9457,-1.7,-1.8,1414.859,1.0329,1.439,0,1496.059,1.4708,-1.7,-1.2,2200.357,0.7147,1.439,0,1496.1,1.2083,-1.7,-1.5,1807.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_146,2.9,262.3,3,20.4,124.5,124.5,3.055,0,1587.013,0.9102,-1.7,-1.9,1444.486,1.0544,1.4387,0,1587.013,1.4412,-1.7,-1.2,2287.125,0.7326,1.4387,0,1587,1.1757,-1.7,-1.5,1865.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_147,2.9,262.4,3,20.6,124.6,124.6,3.066,0,1495.61,0.9113,-1.7,-1.9,1362.919,1.0538,1.4387,0,1495.61,1.439,-1.7,-1.2,2152.231,0.7339,1.4387,0,1495.6,1.1752,-1.7,-1.5,1757.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_148,2.9,262.5,3,20.7,124.7,124.7,3.083,0,1496.602,0.8839,-1.7,-1.9,1322.807,1.0704,1.4387,0,1496.602,1.4154,-1.7,-1.2,2118.26,0.7483,1.4387,0,1496.6,1.1497,-1.7,-1.6,1720.5,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_149,2.9,262.6,3,20.8,124.8,124.8,3.027,0,1568.394,0.9142,-1.6,-1.8,1433.847,1.052,1.4384,0,1568.394,1.4514,-1.6,-1.1,2276.361,0.7264,1.4384,0,1568.4,1.1828,-1.6,-1.4,1855.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_150,2.9,262.7,3,20.9,124.9,124.9,2.979,0,1580.372,0.9496,-1.5,-1.6,1500.726,1.0305,1.4384,0,1580.372,1.4893,-1.5,-1,2353.578,0.7035,1.4384,0,1580.4,1.2195,-1.5,-1.3,1927.2,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_151,2.9,262.8,3,20.9,125,125,3.014,0,1481.081,0.8841,-1.7,-1.9,1309.472,1.0702,1.4387,0,1481.081,1.4337,-1.7,-1.2,2123.421,0.7372,1.4387,0,1481.1,1.1589,-1.7,-1.6,1716.4,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_152,2.9,262.9,3,21.1,125.1,125.1,3.094,0,1494.686,0.9213,-1.6,-1.7,1377.037,1.0477,1.4384,0,1494.686,1.4388,-1.6,-1.1,2150.524,0.7341,1.4384,0,1494.7,1.1801,-1.6,-1.4,1763.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_153,2.9,263,3,21.2,125.2,125.2,3.127,0,1496.172,0.9021,-1.6,-1.8,1349.663,1.0593,1.4384,0,1496.172,1.417,-1.6,-1.1,2120.023,0.7473,1.4384,0,1496.2,1.1596,-1.6,-1.5,1734.8,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_154,2.9,263.1,3,21.3,125.3,125.3,3.123,0,1516.02,0.8819,-1.6,-1.8,1336.919,1.0716,1.4384,0,1516.02,1.4038,-1.6,-1.1,2128.183,0.7553,1.4384,0,1516,1.1429,-1.6,-1.5,1732.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_155,2.9,263.2,3,21.4,125.4,125.4,3.105,0,1518.338,0.9312,-1.6,-1.7,1413.805,1.0417,1.4384,0,1518.338,1.4428,-1.6,-1.1,2190.715,0.7316,1.4384,0,1518.3,1.187,-1.6,-1.4,1802.3,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_156,2.9,263.3,3,21.4,125.5,125.5,3.106,0,1507.767,0.8782,-1.6,-1.8,1324.086,1.0738,1.3903,0,1507.767,1.4055,-1.6,-1.1,2119.16,0.7542,1.3903,0,1507.8,1.1419,-1.6,-1.5,1721.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_157,2.9,263.4,3,21.6,125.6,125.6,3.082,0,1499.757,0.9048,-1.6,-1.8,1357.003,1.0577,1.4384,0,1499.757,1.4303,-1.6,-1.1,2145.172,0.7392,1.4384,0,1499.8,1.1676,-1.6,-1.4,1751.1,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_158,2.9,263.5,3,21.7,125.7,125.7,3.027,0,1483.824,0.9177,-1.6,-1.7,1361.75,1.0499,1.4384,0,1483.824,1.4539,-1.6,-1.1,2157.278,0.7249,1.4384,0,1483.8,1.1858,-1.6,-1.4,1759.5,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_159,2.9,263.6,3,21.8,125.8,125.8,2.979,0,1456.724,0.966,-1.6,-1.7,1407.141,1.0206,1.4387,0,1456.724,1.5007,-1.6,-1.1,2186.072,0.6966,1.4387,0,1456.7,1.2334,-1.6,-1.4,1796.6,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_160,2.9,263.7,3,21.9,125.9,125.9,2.989,0,1461.614,0.9473,-1.5,-1.6,1384.627,1.0319,1.3906,0,1461.614,1.4849,-1.5,-1,2170.355,0.7061,1.3906,0,1461.6,1.2161,-1.5,-1.3,1777.5,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_161,2.9,263.8,3,21.9,126,126,3.047,0,1493.628,0.91,-1.7,-1.9,1359.14,1.0546,1.4387,0,1493.628,1.4431,-1.7,-1.2,2155.447,0.7315,1.4387,0,1493.6,1.1766,-1.7,-1.5,1757.3,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_162,2.9,263.9,3,22.1,126.1,126.1,3.077,0,1582.005,0.9054,-1.6,-1.8,1432.375,1.0573,1.439,0,1582.005,1.4321,-1.6,-1.1,2265.531,0.7381,1.439,0,1582,1.1688,-1.6,-1.4,1849,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_163,2.9,264,3,22.2,126.2,126.2,3.116,0,1606.186,0.8915,-1.7,-1.9,1431.944,1.0657,1.4905,0,1606.186,1.4123,-1.7,-1.2,2268.478,0.7501,1.4905,0,1606.2,1.1519,-1.7,-1.6,1850.2,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_164,2.9,264.1,3,22.3,126.3,126.3,3.093,0,1516.177,0.8827,-1.6,-1.8,1338.36,1.0711,1.4905,0,1516.177,1.412,-1.6,-1.1,2140.846,0.7503,1.4905,0,1516.2,1.1474,-1.6,-1.5,1739.6,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_165,2.9,264.2,3,22.4,126.4,126.4,3.093,0,1590.231,0.9085,-1.7,-1.9,1444.757,1.0554,1.4908,0,1590.231,1.4301,-1.7,-1.2,2274.205,0.7393,1.4908,0,1590.2,1.1693,-1.7,-1.5,1859.5,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_166,2.9,264.3,3,22.4,126.5,126.5,3.151,0,2039.483,0.869,-1.7,-2,1772.281,1.0794,1.4908,0,2039.483,1.3878,-1.7,-1.2,2830.353,0.765,1.4908,0,2039.5,1.1284,-1.7,-1.6,2301.3,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_167,2.9,264.4,3,22.6,126.6,126.6,3.13,0,1515.739,0.8824,-1.6,-1.8,1337.536,1.0713,1.4908,0,1515.739,1.4024,-1.6,-1.1,2125.737,0.7561,1.4908,0,1515.7,1.1424,-1.6,-1.5,1731.6,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_168,2.9,264.5,3,22.7,126.7,126.7,3.123,0,1573.3,0.8981,-1.7,-1.9,1412.942,1.0618,1.4395,0,1573.3,1.4152,-1.7,-1.2,2226.486,0.7484,1.4395,0,1573.3,1.1567,-1.7,-1.5,1819.7,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_169,2.9,264.6,3,22.8,126.8,126.8,2.939,0,1426.699,0.929,NA,NA,1325.366,1.043,1.4395,0,1426.699,1.486,NA,NA,2120.061,0.7055,1.4395,0,1426.7,1.2075,NA,NA,1722.7,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_170,2.9,264.7,3,22.9,126.9,126.9,2.828,0,1369.492,0.9441,-1.8,-1.9,1292.969,1.0339,1.4395,0,1369.492,1.5293,-1.8,-1.2,2094.353,0.6792,1.4395,0,1369.5,1.2367,-1.8,-1.5,1693.7,0.9,1.4
HER14L,HER14L_2D,HER14L_2D_171,2.9,264.8,3,22.9,127,127,2.84,0,1365.385,0.9604,-1.7,-1.8,1311.355,1.024,1.4911,0,1365.385,1.5371,-1.7,-1.1,2098.784,0.6745,1.4911,0,1365.4,1.2488,-1.7,-1.4,1705.1,0.8,1.5
HER14L,HER14L_2D,HER14L_2D_172,2.9,264.9,3,23.1,127.1,127.1,3.027,0,1438.005,0.9363,-1.6,-1.7,1346.441,1.0386,1.4911,0,1438.005,1.4669,-1.6,-1.1,2109.388,0.717,1.4911,0,1438,1.2016,-1.6,-1.4,1727.9,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_173,2.9,265,3,23.2,127.2,127.2,3.048,0,1434.353,0.8975,-1.8,-2,1287.309,1.0621,1.4911,0,1434.353,1.4341,-1.8,-1.3,2056.959,0.7369,1.4911,0,1434.4,1.1658,-1.8,-1.6,1672.1,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_174,2.9,265.1,3,23.3,127.3,127.3,3.039,0,1443.706,0.9335,-1.8,-1.9,1347.723,1.0403,1.5467,0,1443.706,1.4617,-1.8,-1.2,2110.284,0.7202,1.5467,0,1443.7,1.1976,-1.8,-1.6,1729,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_175,2.9,265.2,3,23.4,127.4,127.4,3.108,0,1476.485,0.932,-1.7,-1.8,1376.102,1.0412,1.5467,0,1476.485,1.4427,-1.7,-1.2,2130.078,0.7317,1.5467,0,1476.5,1.1874,-1.7,-1.5,1753.1,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_176,2.9,265.3,3,23.4,127.5,127.5,3.147,0,1498.571,0.8878,-1.7,-1.9,1330.469,1.068,1.4914,0,1498.571,1.402,-1.7,-1.2,2100.988,0.7564,1.4914,0,1498.6,1.1449,-1.7,-1.6,1715.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_177,2.9,265.4,3,23.6,127.6,127.6,3.14,0,1491.687,0.9269,-1.7,-1.8,1382.603,1.0443,1.4914,0,1491.687,1.431,-1.7,-1.2,2134.602,0.7388,1.4914,0,1491.7,1.179,-1.7,-1.5,1758.6,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_178,2.9,265.5,3,23.7,127.7,127.7,3.158,0,1500.238,0.8822,-1.8,-2,1323.501,1.0714,1.4914,0,1500.238,1.3953,-1.8,-1.3,2093.329,0.7604,1.4914,0,1500.2,1.1388,-1.8,-1.7,1708.4,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_179,2.9,265.6,3,23.8,127.8,127.8,3.27,0,1572.116,0.8792,-1.8,-2,1382.156,1.0732,1.4914,0,1572.116,1.3666,-1.8,-1.3,2148.375,0.7778,1.4914,0,1572.1,1.1229,-1.8,-1.7,1765.3,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_180,2.9,265.7,3,23.9,127.9,127.9,3.266,0,1566.427,0.8612,-1.8,-2.1,1349.034,1.0841,1.4917,0,1566.427,1.3549,-1.8,-1.3,2122.402,0.7849,1.4917,0,1566.4,1.1081,-1.8,-1.7,1735.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_181,2.9,265.8,3,23.9,128,128,3.21,0,1546.988,0.8897,-1.8,-2,1376.328,1.0669,1.4917,0,1546.988,1.388,-1.8,-1.3,2147.164,0.7649,1.4917,0,1547,1.1389,-1.8,-1.7,1761.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_182,2.9,265.9,3,24.1,128.1,128.1,3.174,0,1525.962,0.9239,-1.8,-1.9,1409.787,1.0461,1.4917,0,1525.962,1.4205,-1.8,-1.3,2167.602,0.7452,1.4917,0,1526,1.1722,-1.8,-1.6,1788.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_183,2.9,266,3,24.2,128.2,128.2,3.155,0,1535.28,0.9043,-1.7,-1.9,1388.405,1.058,1.4917,0,1535.28,1.4116,-1.7,-1.2,2167.141,0.7506,1.4917,0,1535.3,1.158,-1.7,-1.5,1777.8,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_184,2.9,266.1,3,24.3,128.3,128.3,3.196,0,1532.854,0.8936,-1.7,-1.9,1369.727,1.0645,1.4914,0,1532.854,1.394,-1.7,-1.2,2136.866,0.7612,1.4914,0,1532.9,1.1438,-1.7,-1.6,1753.3,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_185,2.9,266.2,3,24.4,128.4,128.4,3.19,0,1526.316,0.8978,-1.7,-1.9,1370.343,1.0619,1.4917,0,1526.316,1.3984,-1.7,-1.2,2134.469,0.7585,1.4917,0,1526.3,1.1481,-1.7,-1.6,1752.4,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_186,2.9,266.3,3,24.4,128.5,128.5,3.083,0,1496.602,0.9754,-1.7,-1.7,1459.859,1.0149,1.5473,0,1496.602,1.4793,-1.7,-1.1,2213.854,0.7095,1.5473,0,1496.6,1.2274,-1.7,-1.4,1836.9,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_187,2.9,266.4,3,24.6,128.6,128.6,3.128,0,1511.111,0.9304,-1.7,-1.8,1405.98,1.0422,1.547,0,1511.111,1.4365,-1.7,-1.2,2170.694,0.7355,1.547,0,1511.1,1.1835,-1.7,-1.5,1788.3,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_188,2.9,266.5,3,24.7,128.7,128.7,3.144,0,1507.914,0.9118,-1.6,-1.8,1374.931,1.0534,1.5473,0,1507.914,1.4195,-1.6,-1.1,2140.496,0.7458,1.5473,0,1507.9,1.1657,-1.6,-1.4,1757.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_189,2.9,266.6,3,24.8,128.8,128.8,2.996,0,1403.279,0.9469,-1.6,-1.7,1328.785,1.0322,1.547,0,1403.279,1.4827,-1.6,-1.1,2080.631,0.7075,1.547,0,1403.3,1.2148,-1.6,-1.4,1704.7,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_190,2.9,266.7,3,24.9,128.9,128.9,2.977,0,1407.565,0.9584,-1.6,-1.7,1349.018,1.0252,1.547,0,1407.565,1.496,-1.6,-1.1,2105.662,0.6994,1.547,0,1407.6,1.2272,-1.6,-1.4,1727.3,0.9,1.5
HER14L,HER14L_2D,HER14L_2D_191,2.9,266.8,3,24.9,129,129,3.013,0,1411.241,0.9569,-1.6,-1.7,1350.375,1.0261,1.6069,0,1411.241,1.485,-1.6,-1.1,2095.697,0.7061,1.6069,0,1411.2,1.221,-1.6,-1.4,1723,0.9,1.6
HER14L,HER14L_2D,HER14L_2D_192,2.9,266.9,3,25.1,129.1,129.1,3.093,0,1465.877,0.9007,-1.7,-1.9,1320.365,1.0602,1.6713,0,1465.877,1.4247,-1.7,-1.2,2088.368,0.7426,1.6713,0,1465.9,1.1627,-1.7,-1.5,1704.4,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_193,2.9,267,3,25.2,129.2,129.2,3.093,0,1455.53,0.899,-1.7,-1.9,1308.535,1.0612,1.7409,0,1455.53,1.4234,-1.7,-1.2,2071.866,0.7434,1.7409,0,1455.5,1.1612,-1.7,-1.5,1690.2,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_194,2.9,267.1,3,25.3,129.3,129.3,3.126,0,1457.343,0.9153,-1.6,-1.7,1333.941,1.0513,1.7409,0,1457.343,1.4265,-1.6,-1.1,2078.857,0.7415,1.7409,0,1457.3,1.1709,-1.6,-1.4,1706.4,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_195,2.9,267.2,3,25.4,129.4,129.4,3.174,0,1504.266,0.9101,-1.5,-1.6,1368.959,1.0545,1.7409,0,1504.266,1.4109,-1.5,-1.1,2122.328,0.751,1.7409,0,1504.3,1.1605,-1.5,-1.4,1745.6,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_196,2.9,267.3,3,25.4,129.5,129.5,3.221,0,1541.149,0.8683,-1.6,-1.8,1338.114,1.0798,1.7409,0,1541.149,1.3704,-1.6,-1.2,2111.937,0.7755,1.7409,0,1541.1,1.1194,-1.6,-1.5,1725,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_197,2.9,267.4,3,25.6,129.6,129.6,3.243,0,1529.717,0.8673,-1.6,-1.8,1326.762,1.0804,1.7409,0,1529.717,1.3645,-1.6,-1.2,2087.362,0.7791,1.7409,0,1529.7,1.1159,-1.6,-1.5,1707.1,0.9,1.7
HER14L,HER14L_2D,HER14L_2D_198,2.9,267.5,3,25.7,129.7,129.7,3.253,0,1541.706,0.8721,-1.6,-1.8,1344.529,1.0775,1.8165,0,1541.706,1.3656,-1.6,-1.2,2105.283,0.7785,1.8165,0,1541.7,1.1189,-1.6,-1.5,1724.9,0.9,1.8
HER14L,HER14L_2D,HER14L_2D_199,2.9,267.6,3,25.8,129.8,129.8,3.144,0,1483.019,0.9135,-1.7,-1.9,1354.794,1.0524,1.8169,0,1483.019,1.4207,-1.7,-1.2,2106.945,0.745,1.8169,0,1483,1.1671,-1.7,-1.5,1730.9,0.9,1.8
HER14L,HER14L_2D,HER14L_2D_200,2.9,267.7,3,25.9,129.9,129.9,3.141,0,1488.626,0.8963,-1.7,-1.9,1334.323,1.0628,1.8165,0,1488.626,1.4095,-1.7,-1.2,2098.146,0.7518,1.8165,0,1488.6,1.1529,-1.7,-1.6,1716.2,0.9,1.8
HER14L,HER14L_2D,HER14L_2D_201,2.9,267.8,3,25.9,130,130,3.138,0,1476.706,0.8963,-1.7,-1.9,1323.641,1.0628,1.8169,0,1476.706,1.4102,-1.7,-1.2,2082.451,0.7514,1.8169,0,1476.7,1.1533,-1.7,-1.6,1703,0.9,1.8
HER14L,HER14L_2D,HER14L_2D_202,2.9,267.9,3,26.1,130.1,130.1,3.085,0,1462.086,0.939,-1.7,-1.8,1372.841,1.037,1.8169,0,1462.086,1.4534,-1.7,-1.2,2125.031,0.7252,1.8169,0,1462.1,1.1962,-1.7,-1.5,1748.9,0.9,1.8
